wijkcode,wijknaam,aantal_lantaarns,Totaal misdrijven,wijkcode_clean,AfstandTotHuisartsenpraktijk_5,AfstandTotHuisartsenpost_9,AfstandTotApotheek_10,AfstandTotZiekenhuis_11,AfstandTotZiekenhuis_15,AfstandTotGroteSupermarkt_24,AfstandTotOvDagelLevensmiddelen_28,AfstandTotWarenhuis_32,AfstandTotCafeED_36,AfstandTotCafetariaED_40,AfstandTotRestaurant_44,AfstandTotHotelED_48,AfstandTotKinderdagverblijf_52,AfstandTotBuitenschoolseOpvang_56,AfstandTotSchool_60,AfstandTotSchool_64,AfstandTotSchool_68,AfstandTotSchool_72,AfstandTotOpritHoofdverkeersweg_89,AfstandTotTreinstationsTotaal_90,AfstandTotBelangrijkOverstapstation_91,AfstandTotBibliotheek_92,AfstandTotZwembad_93,AfstandTotKunstijsbaan_94,AfstandTotMuseum_95,AfstandTotPodiumkunstenTotaal_99,AfstandTotPoppodium_103,AfstandTotBioscoop_104,AfstandTotSauna_108,AfstandTotZonnebank_109,AfstandTotAttractie_110,AfstandTotBrandweerkazerne_114,inwoners,oppervlakte_ha,oppervlakte_km2,aantal_bomen,Misdrijven_per_1000_inwoners,Lights_per_km2,Trees_per_km2,min_dist_nightlife,mean_dist_nightlife,min_dist_mobility,mean_dist_mobility,min_dist_retail_daily,mean_dist_retail_daily,min_dist_education_youth,mean_dist_education_youth,min_dist_culture_sport_public,mean_dist_culture_sport_public,min_dist_emergency_health,mean_dist_emergency_health
WK0363FK,Osdorp-Oost,2508,101.0,wk0363fk,0.4,3.8,0.8,3.0,3.0,0.6,0.4,1.0,0.6,0.3,0.4,1.0,0.4,0.6,0.6,1.2,1.2,1.2,2.9,3.8,5.6,0.9,2.5,11.7,3.2,1.0,6.5,5.7,1.1,1.0,2.1,1.2,17645,177.0,1.77,4240,5.724001133465571,1416.9491525423728,2395.4802259887006,0.3,2.4166666666666665,2.9,4.1,0.4,0.6666666666666666,0.4,0.8666666666666667,0.9,3.566666666666667,0.4,2.033333333333333
WK0363FL,Slotervaart-Noord,1622,37.0,wk0363fl,0.7,1.6,0.7,1.5,1.5,0.7,0.4,2.5,0.5,0.6,0.3,0.8,0.5,0.4,0.5,0.6,0.6,0.6,1.6,1.8,4.9,0.9,2.2,10.0,1.7,2.7,4.3,3.3,0.9,2.2,2.6,2.6,7805,155.0,1.55,3729,4.740550928891736,1046.4516129032259,2405.806451612903,0.3,1.6333333333333335,1.6,2.766666666666667,0.4,1.2,0.4,0.5333333333333333,0.9,3.35,0.7,1.4333333333333336
WK0363FM,Overtoomse Veld,1685,82.0,wk0363fm,0.4,1.0,0.5,1.0,1.0,0.6,0.4,1.9,0.6,0.4,0.4,0.6,0.4,0.3,0.4,0.7,0.7,0.7,1.2,1.4,4.2,0.7,1.4,9.4,1.7,2.7,3.6,2.5,0.9,1.5,1.8,2.3,14670,154.0,1.54,4754,5.589638718473075,1094.155844155844,3087.0129870129867,0.4,1.3499999999999999,1.2,2.2666666666666666,0.4,0.9666666666666667,0.3,0.5333333333333333,0.7,2.9499999999999997,0.4,1.0333333333333332
WK0363FN,Slotervaart-Zuid,1650,63.0,wk0363fn,0.5,2.9,0.7,1.5,1.5,0.6,0.4,2.3,0.6,0.6,0.3,0.8,0.4,0.5,0.5,0.7,0.7,1.4,1.4,2.1,4.5,2.0,3.4,9.6,2.9,2.6,4.8,4.3,1.0,1.8,3.7,1.7,11085,131.0,1.31,3033,5.683355886332882,1259.5419847328244,2315.267175572519,0.3,1.9000000000000001,1.4,2.6666666666666665,0.4,1.0999999999999999,0.4,0.6999999999999998,2.0,4.033333333333333,0.5,1.4666666666666668
WK0363FP,Westlandgracht,1393,85.0,wk0363fp,0.6,2.7,0.7,2.1,2.1,0.6,0.4,1.7,0.8,0.3,0.3,0.3,0.4,0.4,0.6,0.9,0.9,1.2,1.0,1.5,3.7,2.1,3.0,8.8,3.3,3.0,4.2,3.6,1.2,1.2,3.3,0.9,13195,150.0,1.5,3501,6.441834028040924,928.6666666666666,2334.0,0.3,1.5833333333333337,1.0,2.066666666666667,0.4,0.9,0.4,0.7333333333333333,2.1,3.9166666666666665,0.6,1.5166666666666666
WK0363FQ,Sloten/Nieuw-Sloten,3706,58.0,wk0363fq,0.7,4.4,1.0,2.0,2.0,0.7,0.7,2.8,1.5,0.8,0.7,1.5,0.6,0.6,0.7,1.0,1.0,1.1,1.4,4.0,5.7,2.3,3.5,10.9,4.5,2.7,6.6,6.1,1.8,2.2,3.5,2.6,14720,594.0,5.94,12312,3.9402173913043477,623.9057239057239,2072.7272727272725,0.7,2.8666666666666667,1.4,3.7000000000000006,0.7,1.3999999999999997,0.6,0.8333333333333334,2.3,4.566666666666666,0.7,2.1166666666666667
WK0363KA,Hoofddorppleinbuurt,1038,76.0,wk0363ka,0.6,2.9,0.6,2.6,2.6,0.5,0.3,0.9,0.3,0.3,0.2,0.6,0.2,0.4,0.6,0.7,0.7,1.5,0.9,1.9,3.1,1.7,3.0,8.2,2.9,2.5,3.6,3.0,1.7,0.5,3.2,1.0,11765,96.0,0.96,2552,6.4598385040374,1081.25,2658.3333333333335,0.2,1.3333333333333333,0.9,1.9666666666666668,0.3,0.5666666666666668,0.2,0.6833333333333332,1.7,3.5833333333333326,0.6,1.7166666666666666
WK0363KB,Schinkelbuurt,316,16.0,wk0363kb,0.5,2.3,0.5,2.3,2.3,0.3,0.2,1.2,0.2,0.2,0.1,0.7,0.2,0.4,0.9,0.9,0.9,1.0,1.5,2.2,2.4,1.1,2.8,7.6,2.3,1.8,3.2,3.0,2.3,0.4,3.2,1.5,3930,35.0,0.35,960,4.071246819338422,902.8571428571429,2742.857142857143,0.1,1.2333333333333334,1.5,2.033333333333333,0.2,0.5666666666666667,0.2,0.7166666666666667,1.1,3.1333333333333333,0.5,1.5666666666666664
WK0363KC,Willemspark,692,37.0,wk0363kc,0.4,2.6,0.4,2.6,2.6,0.3,0.3,1.5,0.5,0.2,0.2,0.3,0.4,0.6,0.4,0.5,0.6,0.5,1.9,2.3,2.3,1.3,2.2,7.0,1.6,1.1,2.7,2.5,2.5,0.6,3.4,1.8,5560,70.0,0.7,3500,6.654676258992805,988.5714285714287,5000.0,0.2,1.0666666666666667,1.9,2.1666666666666665,0.3,0.7000000000000001,0.4,0.5,1.1,2.766666666666666,0.4,1.7333333333333334
WK0363KD,Museumkwartier,1550,143.0,wk0363kd,0.4,3.1,0.5,2.8,3.1,0.4,0.2,1.3,0.4,0.3,0.2,0.2,0.3,0.5,0.5,0.6,0.8,0.6,2.6,2.5,2.5,0.7,1.0,6.0,0.6,0.7,1.7,1.2,1.9,1.1,3.5,1.5,12640,139.0,1.39,4587,11.313291139240507,1115.1079136690648,3300.0000000000005,0.2,0.6666666666666666,2.5,2.533333333333333,0.2,0.6333333333333334,0.3,0.55,0.6,2.0833333333333335,0.4,1.9000000000000001
WK0363KE,Oude Pijp,630,135.0,wk0363ke,0.7,2.2,0.9,2.2,2.2,0.3,0.2,1.2,0.2,0.2,0.1,0.4,0.5,0.9,0.9,0.7,0.7,0.7,2.7,2.6,3.1,1.0,1.1,5.0,1.0,1.1,1.7,1.1,2.5,0.6,2.5,1.5,14865,68.0,0.68,1588,9.081735620585267,926.470588235294,2335.2941176470586,0.1,0.6166666666666667,2.6,2.8000000000000003,0.2,0.5666666666666667,0.5,0.7333333333333334,1.0,1.95,0.7,1.616666666666667
WK0363KF,Nieuwe Pijp,539,75.0,wk0363kf,0.4,2.1,0.6,2.1,2.1,0.3,0.2,1.0,0.2,0.3,0.1,0.4,0.3,0.4,0.6,0.4,0.5,0.5,2.1,1.9,2.9,0.8,1.4,4.7,0.9,0.9,2.2,0.9,2.9,0.6,2.8,1.8,12570,54.0,0.54,1108,5.966587112171838,998.148148148148,2051.8518518518517,0.1,0.6833333333333335,1.9,2.3000000000000003,0.2,0.5,0.3,0.44999999999999996,0.8,1.9166666666666667,0.4,1.5166666666666666
WK0363KG,Zuid Pijp,504,32.0,wk0363kg,0.6,2.1,0.6,2.1,2.1,0.5,0.3,1.4,0.4,0.3,0.3,0.6,0.3,0.3,0.8,0.6,0.6,0.6,2.1,1.7,3.4,0.7,1.7,4.2,0.9,0.9,2.5,1.4,3.2,0.5,2.7,1.9,7920,39.0,0.39,1052,4.040404040404041,1292.3076923076922,2697.4358974358975,0.3,0.9166666666666666,1.7,2.4,0.3,0.7333333333333334,0.3,0.5333333333333333,0.7,1.8500000000000003,0.6,1.5666666666666664
WK0363KH,Stadionbuurt,1192,78.0,wk0363kh,0.7,1.8,0.6,1.8,1.8,0.3,0.3,1.3,0.3,0.3,0.2,0.7,0.3,0.3,0.4,0.8,0.8,0.8,1.2,1.6,1.6,0.9,2.9,6.9,2.3,1.4,3.6,2.7,2.2,1.0,3.7,2.2,11770,107.0,1.07,2920,6.627017841971114,1114.018691588785,2728.971962616822,0.2,1.3,1.2,1.4666666666666668,0.3,0.6333333333333333,0.3,0.5666666666666668,0.9,3.016666666666667,0.6,1.4833333333333334
WK0363KJ,Apollobuurt,1186,63.0,wk0363kj,0.4,2.7,0.5,2.7,2.7,0.5,0.4,0.6,0.9,0.4,0.4,0.5,0.4,0.5,0.6,0.4,1.0,0.4,1.9,1.5,1.5,1.1,1.9,5.9,1.5,0.7,2.7,1.8,2.1,1.1,3.3,2.2,8825,94.0,0.94,2569,7.138810198300283,1261.7021276595744,2732.9787234042556,0.4,1.1166666666666667,1.5,1.6333333333333335,0.4,0.5,0.4,0.5499999999999999,0.7,2.4,0.4,1.8666666666666665
WK0363KK,Scheldebuurt,1287,79.0,wk0363kk,0.4,3.0,0.4,3.0,3.0,0.4,0.4,1.8,0.5,0.3,0.3,0.6,0.3,0.4,0.5,0.8,0.9,1.0,1.2,1.2,2.9,1.6,1.1,4.4,1.4,0.9,3.1,1.6,3.0,0.6,3.1,2.1,15000,101.0,1.01,2859,5.266666666666667,1274.2574257425742,2830.6930693069307,0.3,1.0666666666666667,1.2,1.7666666666666666,0.4,0.8666666666666667,0.3,0.65,0.9,2.0833333333333335,0.4,1.9833333333333334
WK0363KL,IJselbuurt,433,28.0,wk0363kl,0.5,2.4,0.7,2.4,2.4,0.5,0.3,1.9,0.5,0.3,0.5,0.6,0.4,0.6,0.7,0.9,0.9,1.0,1.9,1.4,3.5,1.1,1.4,3.8,1.5,1.3,2.9,1.8,3.4,0.5,3.1,1.5,5225,29.0,0.29,706,5.358851674641148,1493.103448275862,2434.4827586206898,0.3,1.0999999999999999,1.4,2.2666666666666666,0.3,0.9,0.4,0.75,1.1,2.033333333333333,0.5,1.6500000000000001
WK0363KM,Rijnbuurt,921,40.0,wk0363km,0.4,3.0,0.4,3.0,3.0,0.4,0.4,2.3,0.4,0.4,0.3,0.8,0.3,0.4,0.5,0.6,0.6,0.6,1.4,1.3,3.7,1.6,0.9,4.0,1.9,1.4,3.3,2.2,3.4,0.8,3.3,1.8,8985,110.0,1.1,2773,4.451864218141347,837.2727272727273,2520.9090909090905,0.3,1.2333333333333334,1.3,2.1333333333333333,0.4,1.0333333333333332,0.3,0.5,0.9,2.1833333333333336,0.4,1.9333333333333336
WK0363KN,Prinses Irenebuurt e.o.,394,11.0,wk0363kn,0.6,2.1,0.7,2.1,2.1,0.7,0.6,0.9,0.8,0.4,0.4,0.5,0.4,0.7,0.8,0.4,0.5,0.4,1.5,0.9,0.9,1.5,2.4,6.4,2.1,0.4,3.2,2.3,1.5,0.7,2.7,2.6,1400,43.0,0.43,2753,7.857142857142858,916.2790697674419,6402.325581395349,0.4,1.2666666666666668,0.9,1.0999999999999999,0.6,0.7333333333333333,0.4,0.5333333333333333,0.4,2.5833333333333335,0.6,1.7000000000000002
WK0363KP,Zuidas,1506,131.0,wk0363kp,0.6,2.1,0.6,2.1,2.1,0.5,0.6,0.8,0.5,0.1,0.2,0.3,0.2,0.7,0.7,0.9,1.2,0.9,1.2,1.0,1.3,1.1,2.6,6.5,2.8,1.1,3.9,2.9,0.8,1.5,2.1,3.4,5225,217.0,2.17,3381,25.07177033492823,694.0092165898618,1558.0645161290322,0.1,1.3166666666666667,1.0,1.1666666666666667,0.5,0.6333333333333334,0.2,0.7666666666666667,1.1,2.6999999999999997,0.6,1.8166666666666664
WK0363KQ,Buitenveldert-West,2744,63.0,wk0363kq,0.5,1.8,0.5,1.8,1.8,0.4,0.4,1.1,0.7,0.5,0.3,0.6,0.4,0.6,0.7,0.7,0.7,0.7,1.6,2.1,2.2,1.1,3.6,7.5,3.4,1.8,3.8,4.1,1.3,1.1,1.6,4.0,14040,355.0,3.55,10917,4.487179487179487,772.9577464788733,3075.211267605634,0.3,1.6666666666666663,1.6,1.9666666666666668,0.4,0.6333333333333334,0.4,0.6333333333333333,1.1,3.1666666666666665,0.5,1.7333333333333334
WK0363KR,Buitenveldert-Oost,1800,42.0,wk0363kr,0.9,2.7,0.7,2.7,2.7,0.3,0.4,1.1,1.3,0.3,0.3,0.6,0.4,0.4,0.5,0.7,0.7,0.7,1.1,1.5,2.3,1.1,2.6,6.5,3.4,1.9,4.5,3.4,1.9,1.7,0.8,4.1,8305,170.0,1.7,11288,5.057194461167971,1058.8235294117646,6640.0,0.3,1.7333333333333334,1.1,1.6333333333333335,0.3,0.6,0.4,0.5666666666666668,0.8,2.716666666666667,0.7,2.3000000000000003
WK0363MA,Oostelijk Havengebied,2326,83.0,wk0363ma,0.9,3.4,1.1,3.4,3.4,1.0,0.7,1.2,0.7,0.5,0.3,0.7,0.4,0.5,0.8,1.1,1.1,1.2,3.9,2.3,3.1,1.7,3.2,3.7,2.1,1.9,3.3,3.2,2.2,2.6,3.0,2.5,20575,363.0,3.63,2417,4.034021871202916,640.771349862259,665.8402203856749,0.3,1.45,2.3,3.0999999999999996,0.7,0.9666666666666667,0.4,0.8500000000000001,1.7,2.6,0.9,2.45
WK0363MB,Weesperzijde,543,55.0,wk0363mb,0.7,1.2,0.7,1.2,1.2,0.5,0.4,1.7,0.5,0.3,0.1,0.5,0.5,0.6,0.6,0.6,0.8,0.6,3.1,1.4,3.3,1.3,0.6,3.4,1.7,1.0,2.0,1.4,2.7,1.3,1.8,1.5,5895,45.0,0.45,952,9.32994062765055,1206.6666666666667,2115.5555555555557,0.1,0.7999999999999999,1.4,2.6,0.4,0.8666666666666667,0.5,0.6166666666666668,0.6,1.6333333333333335,0.7,1.0833333333333335
WK0363MC,Oosterparkbuurt,1089,100.0,wk0363mc,0.4,0.7,0.4,0.7,0.7,0.4,0.3,1.4,0.3,0.3,0.2,0.5,0.3,0.4,0.5,0.5,0.6,0.5,3.4,1.4,3.3,1.0,0.8,3.0,1.3,0.6,1.5,1.2,2.1,1.1,1.6,1.3,10690,75.0,0.75,2325,9.354536950420954,1452.0,3100.0,0.2,0.6666666666666666,1.4,2.6999999999999997,0.3,0.6999999999999998,0.3,0.4666666666666666,0.6,1.383333333333333,0.4,0.7000000000000001
WK0363MD,Transvaalbuurt,607,41.0,wk0363md,0.7,1.1,0.5,1.1,1.1,0.4,0.2,0.9,0.3,0.3,0.2,0.6,0.4,0.4,0.4,0.7,0.8,0.7,2.8,1.1,4.0,0.9,0.7,2.4,1.6,1.1,1.2,1.7,2.1,0.8,2.1,1.1,8875,38.0,0.38,1114,4.619718309859155,1597.3684210526314,2931.578947368421,0.2,0.7166666666666667,1.1,2.6333333333333333,0.2,0.5,0.4,0.5666666666666668,0.7,1.4666666666666666,0.5,0.9333333333333332
WK0363ME,Dapperbuurt,957,114.0,wk0363me,0.3,1.4,0.5,1.4,1.4,0.3,0.2,1.1,0.2,0.2,0.1,0.5,0.3,0.4,0.4,0.5,0.8,0.5,3.4,0.6,3.3,0.7,1.0,2.4,0.8,0.4,1.1,1.7,1.2,0.6,1.6,0.5,10000,61.0,0.61,1517,11.4,1568.8524590163934,2486.8852459016393,0.1,0.6333333333333333,0.6,2.433333333333333,0.2,0.5333333333333333,0.3,0.4833333333333334,0.4,1.1500000000000001,0.3,0.9166666666666666
WK0363MF,Indische Buurt-West,894,54.0,wk0363mf,0.4,2.0,0.4,2.0,2.0,0.3,0.2,1.6,0.3,0.2,0.2,0.8,0.3,0.5,0.5,0.7,0.8,0.8,3.3,0.8,3.6,0.5,1.6,2.1,1.5,1.0,1.6,2.3,0.6,1.2,2.2,0.8,12270,48.0,0.48,1020,4.400977995110024,1862.5,2125.0,0.2,0.8999999999999999,0.8,2.5666666666666664,0.2,0.7000000000000001,0.3,0.6,0.5,1.4833333333333334,0.4,1.2666666666666666
WK0363MG,Indische Buurt-Oost,1040,49.0,wk0363mg,0.5,2.5,0.6,2.5,2.5,0.5,0.4,1.6,0.4,0.4,0.3,1.0,0.3,0.4,0.3,0.5,0.5,1.3,2.9,1.3,3.9,0.5,2.0,2.1,1.9,1.4,1.9,2.8,0.7,1.7,2.7,1.3,9815,129.0,1.29,3193,4.99235863474274,806.2015503875969,2475.193798449612,0.3,1.1333333333333333,1.3,2.6999999999999997,0.4,0.8333333333333334,0.3,0.5499999999999999,0.5,1.7666666666666668,0.5,1.6499999999999997
WK0363MH,Zeeburgereiland/Bovendiep,1047,30.0,wk0363mh,0.6,4.8,2.7,4.8,4.8,0.5,2.1,2.8,2.6,0.4,0.8,2.5,0.5,0.5,0.5,2.6,2.6,3.4,0.9,3.6,5.0,2.9,4.4,4.6,4.1,3.9,4.3,4.9,3.1,3.3,4.9,3.6,5675,347.0,3.47,3071,5.286343612334802,301.72910662824205,885.0144092219019,0.4,2.5833333333333335,0.9,3.1666666666666665,0.5,1.8,0.5,1.6833333333333333,2.9,4.133333333333333,0.6,3.5500000000000003
WK0363MJ,IJburg-West,1598,40.0,wk0363mj,0.6,7.0,0.7,7.0,7.0,0.7,0.4,0.8,4.9,0.6,0.3,0.7,0.2,0.2,0.3,1.6,1.6,1.6,1.7,5.8,7.1,0.8,6.2,6.8,6.3,6.1,6.5,7.2,5.3,0.9,6.4,5.9,16310,126.0,1.26,2189,2.452483139178418,1268.2539682539682,1737.3015873015872,0.3,3.3666666666666667,1.7,4.866666666666666,0.4,0.6333333333333334,0.2,0.9166666666666666,0.8,5.433333333333334,0.6,4.7
WK0363MK,IJburg-Oost,316,3.0,wk0363mk,0.9,9.0,0.9,7.3,9.0,0.8,0.8,2.3,5.8,0.8,0.8,1.0,0.6,0.7,0.8,1.0,1.0,1.0,2.5,5.7,7.9,1.7,5.0,8.2,6.3,6.1,8.5,9.2,6.2,2.0,4.9,5.7,620,40.0,0.4,74,4.838709677419355,790.0,185.0,0.8,4.35,2.5,5.366666666666667,0.8,1.3,0.6,0.85,1.7,5.366666666666666,0.9,5.466666666666666
WK0363ML,IJburg-Zuid,780,21.0,wk0363ml,0.6,8.4,0.6,7.7,8.4,0.6,0.5,1.7,6.0,0.5,0.5,0.9,0.2,0.4,0.4,0.6,0.6,0.6,2.7,6.1,8.1,1.4,5.4,8.1,6.7,6.5,7.9,8.6,6.4,1.4,5.3,6.1,8210,73.0,0.73,1621,2.5578562728380025,1068.4931506849316,2220.5479452054797,0.5,4.066666666666666,2.7,5.633333333333333,0.5,0.9333333333333332,0.2,0.46666666666666673,1.4,5.566666666666666,0.6,5.3
WK0363MM,Frankendael,2271,96.0,wk0363mm,0.5,2.1,1.0,2.1,2.1,0.7,0.4,1.4,1.0,0.4,0.3,0.6,0.4,0.5,0.9,0.7,0.9,0.8,2.5,1.1,4.2,1.7,1.3,2.1,1.4,1.9,2.0,2.6,2.3,1.2,3.0,1.3,12570,167.0,1.67,6825,7.637231503579953,1359.8802395209582,4086.8263473053894,0.3,1.1500000000000001,1.1,2.6,0.4,0.8333333333333334,0.4,0.7000000000000001,1.3,1.9000000000000001,0.5,1.5166666666666666
WK0363MN,Middenmeer,1954,86.0,wk0363mn,0.6,2.7,0.8,2.7,2.7,0.5,0.5,0.9,0.7,0.5,0.3,1.3,0.4,0.5,0.7,0.7,0.7,1.5,2.0,1.1,4.5,1.4,1.4,1.1,1.3,1.5,1.6,3.2,1.2,1.2,3.0,1.6,15700,302.0,3.02,7863,5.477707006369426,647.0198675496689,2603.6423841059604,0.3,1.2666666666666668,1.1,2.533333333333333,0.5,0.6333333333333333,0.4,0.75,1.1,1.6166666666666665,0.6,1.8500000000000003
WK0363MP,Betondorp,871,12.0,wk0363mp,0.3,3.5,0.3,3.5,3.5,1.4,0.2,1.4,0.3,1.1,0.2,2.2,0.3,0.4,1.4,1.7,1.7,2.3,0.8,2.1,3.8,1.6,1.6,1.6,1.3,1.9,2.9,4.1,1.7,1.5,3.0,1.8,3085,113.0,1.13,5582,3.8897893030794166,770.7964601769912,4939.823008849558,0.2,1.8,0.8,2.2333333333333334,0.2,1.0,0.3,1.3,1.3,1.8333333333333333,0.3,2.15
WK0363MQ,Omval/Overamstel,1224,50.0,wk0363mq,1.7,3.6,1.1,3.6,3.6,1.7,0.7,3.2,1.7,0.7,0.4,0.6,0.8,0.9,0.9,1.9,1.9,2.1,1.5,1.8,3.0,2.4,2.3,3.8,2.9,2.8,3.8,3.6,3.8,2.2,4.0,2.0,5555,320.0,3.2,2899,9.000900090009,382.5,905.9375,0.4,1.7999999999999998,1.5,2.1,0.7,1.8666666666666665,0.8,1.4166666666666667,2.3,3.033333333333333,1.1,2.6
WK0363NA,Oostzanerwerf,1774,41.0,wk0363na,0.9,3.9,0.9,3.9,3.9,0.7,0.7,2.5,1.6,0.7,0.9,2.0,0.7,0.7,0.7,1.2,1.2,3.8,1.1,6.7,6.7,0.9,4.3,11.9,4.6,1.6,4.0,5.6,4.7,4.9,8.3,2.6,8870,332.0,3.32,6631,4.622322435174746,534.3373493975904,1997.2891566265062,0.7,2.4666666666666663,1.1,4.833333333333333,0.7,1.3,0.7,1.3833333333333335,0.9,5.2666666666666675,0.9,2.6833333333333336
WK0363NB,Noordelijke IJ-oevers-West,1886,86.0,wk0363nb,0.7,2.8,0.6,2.8,2.8,0.6,0.7,2.0,0.5,0.3,0.3,0.6,0.7,0.8,1.1,1.1,1.3,1.4,3.6,5.9,5.9,1.5,2.1,8.9,1.3,1.1,1.5,2.9,2.9,4.2,5.6,1.9,9415,405.0,4.05,2759,9.134360063728094,465.67901234567904,681.2345679012346,0.3,1.0166666666666666,3.6,5.133333333333334,0.6,1.0999999999999999,0.7,1.0666666666666667,1.1,3.4166666666666665,0.6,1.933333333333333
WK0363NC,Tuindorp Oostzaan,2282,39.0,wk0363nc,0.6,3.6,1.0,3.6,3.6,0.9,0.5,1.4,1.5,0.8,0.6,1.7,0.4,0.5,0.6,1.7,1.7,3.0,2.4,6.8,6.8,1.7,3.1,10.3,3.0,1.1,3.1,4.6,4.6,5.0,7.0,1.3,12045,170.0,1.7,4121,3.2378580323785804,1342.3529411764707,2424.1176470588234,0.6,2.05,2.4,5.333333333333333,0.5,0.9333333333333332,0.4,1.3166666666666667,1.1,4.366666666666667,0.6,2.283333333333333
WK0363ND,Kadoelen,781,14.0,wk0363nd,1.1,2.9,1.1,2.9,2.9,1.0,0.9,1.9,0.7,0.5,0.6,2.7,0.6,0.5,0.6,2.0,2.0,2.8,1.3,7.4,7.4,1.1,3.6,11.1,3.9,1.6,3.0,4.7,3.8,4.4,7.9,2.4,3565,150.0,1.5,1681,3.927068723702665,520.6666666666666,1120.6666666666667,0.5,2.033333333333333,1.3,5.366666666666667,0.9,1.2666666666666666,0.5,1.4166666666666667,1.1,4.866666666666667,1.1,2.216666666666667
WK0363NE,Banne Buiksloot,2355,59.0,wk0363ne,0.8,0.9,0.7,0.9,0.9,0.8,0.6,2.9,0.7,0.9,0.7,2.3,0.4,0.6,0.7,1.0,1.0,1.0,1.9,6.5,6.5,0.9,2.0,9.6,2.7,0.9,1.1,2.9,4.0,2.5,6.3,3.1,14805,183.0,1.83,6177,3.9851401553529215,1286.8852459016393,3375.4098360655735,0.7,1.4333333333333333,1.9,4.966666666666667,0.6,1.4333333333333333,0.4,0.7833333333333333,0.9,3.733333333333333,0.7,1.216666666666667
WK0363NF,Nieuwendammerdijk/Buiksloterdijk,271,4.0,wk0363nf,1.1,3.0,0.8,3.0,3.0,1.3,0.5,1.8,0.7,0.6,0.6,1.1,0.5,0.8,0.9,1.0,1.0,1.1,2.8,5.3,5.3,1.9,2.1,8.1,1.4,3.0,3.0,1.7,2.1,2.1,5.1,2.9,1705,43.0,0.43,727,2.346041055718475,630.232558139535,1690.6976744186047,0.6,1.2833333333333334,2.8,4.466666666666666,0.5,1.2,0.5,0.8833333333333334,1.4,3.6,0.8,2.3000000000000003
WK0363NG,Elzenhagen,1004,30.0,wk0363ng,1.4,1.5,1.3,1.5,1.5,0.9,0.9,2.1,1.4,0.6,1.2,1.6,0.4,0.5,0.5,0.6,0.6,0.6,1.9,5.5,5.5,2.0,1.7,8.5,2.5,1.9,2.0,1.8,3.2,1.4,5.3,2.4,5260,86.0,0.86,3043,5.7034220532319395,1167.4418604651164,3538.3720930232557,0.6,1.4333333333333333,1.9,4.3,0.9,1.3,0.4,0.5333333333333333,1.7,3.65,1.3,1.5999999999999999
WK0363NH,Buikslotermeer,2063,94.0,wk0363nh,0.6,2.2,0.5,2.2,2.2,0.5,0.6,1.1,0.7,0.4,0.4,1.5,0.3,0.4,0.5,1.0,1.0,1.1,2.2,5.8,5.8,1.8,2.2,8.6,2.4,2.7,2.8,0.9,3.1,0.8,5.6,1.6,11785,155.0,1.55,5090,7.976240984302078,1330.967741935484,3283.8709677419356,0.4,1.1166666666666667,2.2,4.6000000000000005,0.5,0.7333333333333334,0.3,0.7166666666666668,1.8,3.883333333333333,0.5,1.55
WK0363NJ,Waterlandpleinbuurt,1885,51.0,wk0363nj,0.5,3.3,0.7,3.3,3.3,0.5,0.5,1.8,0.6,0.6,0.6,2.5,0.3,0.4,0.4,0.7,0.7,2.4,1.5,6.5,7.0,0.7,3.5,7.6,3.0,3.7,3.8,1.9,3.7,1.5,6.8,0.7,13940,151.0,1.51,5388,3.658536585365854,1248.3443708609273,3568.2119205298013,0.6,1.6666666666666667,1.5,5.0,0.5,0.9333333333333332,0.3,0.8166666666666668,0.7,4.216666666666667,0.5,1.9666666666666668
WK0363NK,Volewijck,1700,70.0,wk0363nk,0.6,2.3,0.7,2.3,2.3,0.6,0.2,2.7,0.4,0.3,0.2,0.7,0.4,0.6,0.6,0.6,0.6,0.8,3.5,5.1,5.1,0.8,1.0,8.1,1.4,1.3,1.3,1.9,2.1,3.2,4.8,2.7,9365,131.0,1.31,4306,7.474639615589963,1297.709923664122,3287.022900763359,0.2,0.7999999999999999,3.5,4.566666666666666,0.2,1.1666666666666667,0.4,0.6000000000000001,0.8,2.9000000000000004,0.6,1.8166666666666664
WK0363NL,IJplein/Vogelbuurt,1456,44.0,wk0363nl,0.6,3.3,0.5,3.3,3.3,0.4,0.2,2.5,0.4,0.4,0.3,0.4,0.5,0.5,0.4,0.6,0.6,0.6,3.8,4.9,4.9,1.1,2.1,8.0,0.9,2.1,2.1,1.0,1.0,2.9,4.7,3.4,7945,145.0,1.45,5604,5.538074260541221,1004.1379310344828,3864.8275862068967,0.3,0.7666666666666667,3.8,4.533333333333333,0.2,1.0333333333333334,0.4,0.5333333333333333,0.9,3.15,0.5,2.4
WK0363NM,Tuindorp Buiksloot,322,6.0,wk0363nm,0.8,2.6,0.5,2.6,2.6,1.1,0.4,1.3,0.4,0.4,0.4,0.5,0.5,0.6,0.5,0.5,0.5,0.5,2.7,5.1,5.1,2.1,1.9,8.1,0.9,3.0,3.0,1.4,1.6,1.8,4.9,2.9,1910,17.0,0.17,428,3.141361256544503,1894.1176470588234,2517.6470588235293,0.4,1.0166666666666666,2.7,4.3,0.4,0.9333333333333332,0.5,0.5166666666666667,0.9,3.483333333333333,0.5,2.0
