ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AfstandTotHuisartsenpraktijk_5;Binnen1Km_6;Binnen3Km_7;Binnen5Km_8;AfstandTotHuisartsenpost_9;AfstandTotApotheek_10;AfstandTotZiekenhuis_11;Binnen5Km_12;Binnen10Km_13;Binnen20Km_14;AfstandTotZiekenhuis_15;Binnen5Km_16;Binnen10Km_17;Binnen20Km_18;AfstandTotGroteSupermarkt_24;Binnen1Km_25;Binnen3Km_26;Binnen5Km_27;AfstandTotOvDagelLevensmiddelen_28;Binnen1Km_29;Binnen3Km_30;Binnen5Km_31;AfstandTotWarenhuis_32;Binnen5Km_33;Binnen10Km_34;Binnen20Km_35;AfstandTotCafeED_36;Binnen1Km_37;Binnen3Km_38;Binnen5Km_39;AfstandTotCafetariaED_40;Binnen1Km_41;Binnen3Km_42;Binnen5Km_43;AfstandTotRestaurant_44;Binnen1Km_45;Binnen3Km_46;Binnen5Km_47;AfstandTotHotelED_48;Binnen5Km_49;Binnen10Km_50;Binnen20Km_51;AfstandTotKinderdagverblijf_52;Binnen1Km_53;Binnen3Km_54;Binnen5Km_55;AfstandTotBuitenschoolseOpvang_56;Binnen1Km_57;Binnen3Km_58;Binnen5Km_59;AfstandTotSchool_60;Binnen1Km_61;Binnen3Km_62;Binnen5Km_63;AfstandTotSchool_64;Binnen3Km_65;Binnen5Km_66;Binnen10Km_67;AfstandTotSchool_68;Binnen3Km_69;Binnen5Km_70;Binnen10Km_71;AfstandTotSchool_72;Binnen3Km_73;Binnen5Km_74;Binnen10Km_75;AfstandTotOpritHoofdverkeersweg_89;AfstandTotTreinstationsTotaal_90;AfstandTotBelangrijkOverstapstation_91;AfstandTotBibliotheek_92;AfstandTotZwembad_93;AfstandTotKunstijsbaan_94;AfstandTotMuseum_95;Binnen5Km_96;Binnen10Km_97;Binnen20Km_98;AfstandTotPodiumkunstenTotaal_99;Binnen5Km_100;Binnen10Km_101;Binnen20Km_102;AfstandTotPoppodium_103;AfstandTotBioscoop_104;Binnen5Km_105;Binnen10Km_106;Binnen20Km_107;AfstandTotSauna_108;AfstandTotZonnebank_109;AfstandTotAttractie_110;Binnen10Km_111;Binnen20Km_112;Binnen50Km_113;AfstandTotBrandweerkazerne_114
1205;BU0363AE01;Amsterdam                               ;Buurt     ;BU0363AE01;2;0.6;2.8;41.5;121.6;3.1;0.3;1.3;2.3;6;13;3.1;1.3;5;10;0.3;6.2;64.7;151.4;0.1;59.3;490.3;937.4;0.9;11.7;23;36.9;0;111.5;463.1;640.1;0.1;71.7;455.6;760.3;0;170.9;1141;1913;0.1;364.4;436.7;511.7;0.3;3.9;67.8;274.4;0.7;2.1;37.7;134.7;0.8;1.2;20.3;80.1;2;6.3;40.3;79;2;3.6;24.7;58;2;6.3;29.1;54;4.6;0.8;0.8;1;2.4;5.2;0.2;43.1;47;65.2;0.6;35.3;49.5;61.6;2.4;1.4;11.8;14;18.3;0.7;1.9;2;7.3;12.9;62;2.2
1206;BU0363AE02;Amsterdam                               ;Buurt     ;BU0363AE02;2;0.6;2.8;40.8;117.6;3.3;0.4;1;2.7;6;12.9;3.3;1.7;5;9.9;0.2;7.2;63.5;150.5;0;86.1;499.4;930.3;0.6;11.1;23.3;36.6;0.1;125.5;468.1;636;0.1;101;462.9;758.3;0.1;205.2;1168;1893;0.1;364;435.5;516.2;0.5;3;76.6;278.3;0.8;1.8;39.5;139.7;0.9;0.9;22;82.8;1.9;6.4;35.1;79;1.9;4.1;21;58;1.9;5.8;27.8;54;4.4;1.1;1.1;1.3;2.1;5.5;0.3;43;47.1;66.2;0.7;35.3;49.6;62.2;2.2;1.4;11.1;14;19;0.5;1.7;2.3;7.6;12.9;62.1;1.9
1207;BU0363AE03;Amsterdam                               ;Buurt     ;BU0363AE03;2;0.3;4;46.4;122.2;3.1;0.3;1.1;2.9;6;13;3.1;1.9;5;10;0.2;8.7;71.1;156.6;0.1;86.5;537.4;958.1;0.6;11.6;24;37.5;0;129.9;484.4;643.4;0.1;106.4;497.4;775.1;0.1;217.4;1247;1941;0.1;366.5;437.1;517.7;0.4;3.8;83.1;290.7;0.6;2.4;42.6;143.6;0.7;1.4;22.6;85.6;2;9.5;39.8;79.3;2;6.6;24;58.3;2;9;29.8;54;4.4;1;1;1.1;2.1;5.3;0.3;43;47.3;67.3;0.4;35.9;50.5;62.8;2.1;1.1;11.6;14;18.9;0.4;1.7;2.1;7.8;13;62.3;2
1208;BU0363AE04;Amsterdam                               ;Buurt     ;BU0363AE04;2;0.6;4.7;44.4;121;3.5;0.4;0.8;3;6;13;3.5;2;5;10;0.4;8.9;70.7;155.5;0.2;105;547.5;947.4;0.5;11.8;24.7;38.1;0.1;124.1;493.4;637.9;0.2;119.2;500.8;766.6;0;216.6;1277;1931;0.1;365.9;435.2;523.1;0.8;2.3;91.5;295;1;0.3;39.6;145.2;1.1;0;23.2;85.3;1.7;8.4;35.7;79.4;1.8;6.4;21.5;58.4;1.7;7.4;29.5;54;4.1;1.4;1.4;1.7;1.9;5.8;0.4;42.3;48;67.9;0.4;36;51.7;63.1;1.8;1.1;11;14;20.1;0.5;1.4;2.6;8;12.3;62.9;1.7
1209;BU0363AE05;Amsterdam                               ;Buurt     ;BU0363AE05;2;0.3;3.9;48.7;121.5;3.2;0.5;1;2.9;6;13;3.2;1.9;5;10;0.4;8.6;73.6;156.2;0.1;99.4;560.6;953.9;0.6;11.8;24.8;37.6;0.1;135.3;496.4;640.3;0.2;119.8;514;775.6;0.1;243.9;1305;1947;0.1;366.5;436.7;521.7;0.7;2.7;96.6;297.7;0.8;1.6;43.3;148.2;0.9;0.6;24.1;86.7;1.7;11.5;38.1;79.7;1.9;8.5;22.8;58.7;1.7;9.9;30.4;54;4.3;1.4;1.4;1.5;1.9;5.6;0.5;43;48.1;67.3;0.4;36;51.3;63;1.8;0.8;11;14;19.2;0.3;1.5;2.3;7.8;13;62.8;1.9
1210;WK0363AF  ;Amsterdam                               ;Wijk      ;WK0363AF  ;2;0.5;2.8;46.5;120;2.6;0.7;1.7;2.1;6.1;13;2.6;1.1;5.1;9.4;0.5;5.7;67.2;148.5;0.3;36.7;491.9;928.2;1.3;11.4;23.5;34.5;0.2;66.1;449.9;634;0.3;42.4;456.9;755.7;0.2;114;1124;1907;0.3;363.9;437.2;506.3;0.4;4.5;69.6;275;0.5;2.7;36.5;140;0.6;1.7;22.3;83.1;2;9.5;43.2;79.1;2;6.1;26.9;58.1;2;9;30.8;54;4.8;1.3;1.3;1.3;2.4;4.8;0.6;44.2;47.3;62.4;0.6;35.1;49.4;59.3;2.5;1.3;12.2;14;18.2;1.1;2;1.5;6.5;12.7;62.1;2.5
1211;BU0363AF01;Amsterdam                               ;Buurt     ;BU0363AF01;2;0.9;0.9;31.7;105.8;3.4;0.9;2;2;6;13;3.4;1;5;10;0.1;2;41.7;136.3;0.5;18.6;392.5;868.4;1.4;9.6;22.9;34.8;0.5;38.7;391.9;618.6;0.5;18;359.7;721.2;0.1;72;879.2;1791;0.2;353.1;432.9;503.2;1;0.7;43.5;229.1;1;0.6;29.9;112.4;1.1;0.1;16.3;68.9;1.8;3.1;35.5;78.9;1.8;2.5;22.1;57.9;1.8;3.1;24.6;54;5;0.6;0.6;0.2;2.8;5.3;1;43;47;65;0.9;33.4;47.9;60;3.1;2;11.9;14;18;1.4;2.3;2.1;6.5;11.9;61.9;2.9
1212;BU0363AF02;Amsterdam                               ;Buurt     ;BU0363AF02;2;0.4;2.7;43.9;122;2.8;0.5;1.7;2;6;13.2;2.8;1;5;9.4;0.5;6.4;63.5;144.4;0.3;42.8;488.7;919.6;1.3;11;23;34;0.3;91;451.9;635.5;0.4;50.7;442.9;750.3;0.2;145;1094;1895;0.3;362.8;437;504.5;0.4;5.5;60.9;268.7;0.3;2.8;33.7;138.2;0.4;1.8;20.7;83;2.1;7.5;43;79;2.1;4;27;58;2.1;7.5;30.7;54;5;0.9;0.9;1;2.7;4.9;0.7;44.2;47;62.1;0.3;34.9;48.8;59;2.7;1.6;12;14;18;1.1;2.3;1.6;6.2;12.6;62;2.6
1213;BU0363AF03;Amsterdam                               ;Buurt     ;BU0363AF03;2;0.3;2.4;43.4;120.1;2.8;0.8;1.9;2;6;13.4;2.8;1;5;9.6;0.7;5.5;59.9;143.7;0.3;30;467.7;907.8;1.5;11.4;23;33;0.2;60;436.7;627.1;0.4;30.4;425.2;744.3;0.3;105.9;1037;1868;0.1;359.6;436.8;503.2;0.4;5;58.6;259.3;0.6;3.3;35.3;133.8;0.6;1.8;20.3;81.5;2;6.9;42.9;79;2;4.1;27.1;58;2;6.9;30.4;54;5.2;0.8;0.8;0.9;2.8;4.8;0.9;44.3;47;61.3;0.5;34.4;48.1;59.4;3;1.7;12.5;14;18;1.3;2.4;1.5;6;12;62;2.7
1214;BU0363AF04;Amsterdam                               ;Buurt     ;BU0363AF04;2;0.5;2.4;48.7;116.3;2.3;0.6;2.2;2;6;13;2.3;1;5;9;0.7;3.3;67.6;145.2;0.4;11.2;453.1;898.7;1.8;12;23.2;33.2;0.2;10.8;416.8;617.6;0.4;11.3;429.9;740.4;0.1;30.8;1013;1870;0.4;361.2;437.1;502;0.2;5.1;69.8;263.1;0.6;3.7;36.8;139.4;0.8;1.8;21.9;84.5;1.9;9.6;45.8;79;1.9;6.4;28.5;58;1.9;8.9;31.7;54;4.9;1.4;1.4;1.5;2.6;4.3;0.6;45.3;47;61.1;1;34.9;48.3;57.1;2.8;1.4;13;14;18;1.6;1.9;1;6;12.1;62;2.3
1215;BU0363AF05;Amsterdam                               ;Buurt     ;BU0363AF05;2;0.3;3.5;47.1;123.6;2.6;0.5;1.4;2.2;6;13.1;2.6;1.2;5;9.8;0.3;8.6;73.4;153.7;0.2;60.8;527.7;954.5;0.9;11.8;23.5;35.4;0.2;110.3;475.3;642.5;0.2;71.5;485.3;770.3;0.1;174.8;1212;1940;0.3;366.5;437.7;509.2;0.3;5.2;72.7;286.9;0.3;3;37.3;143.4;0.4;2;22.6;84.9;2.2;9.2;43.2;79;2.2;6.1;26.9;58;2.2;9.1;30.9;54;4.7;1.1;1.1;1.1;2.4;5.1;0.5;43.8;47.1;63.1;0.5;35.9;49.8;60.7;2.4;1.2;12;14;18.2;0.7;2;1.8;7;13;62.1;2.3
1216;BU0363AF06;Amsterdam                               ;Buurt     ;BU0363AF06;2;0.6;2.5;49.1;121.3;2.3;0.9;1.9;2;6.2;13;2.3;1;5.2;9;0.4;4.9;67.1;147.9;0.3;21.9;484.2;928.3;1.5;11.3;23;34.2;0.3;39.3;447.8;635.6;0.4;24.5;459.5;753.5;0.3;70.7;1117;1915;0.3;365.8;437.7;504.8;0.3;4.3;69.6;275.6;0.4;2.6;36.1;141.7;0.4;1.5;23.7;84.1;2;9.7;44.8;79;2.1;5.7;28.6;58;2;9.3;31.6;54;4.8;1.6;1.6;1.7;2.3;4.6;0.5;44.6;47.2;61.8;0.8;35.1;49.2;57.8;2.5;1.2;12.3;14;18;1.2;2.1;1.3;6.2;12.8;62;2.6
1217;BU0363AF07;Amsterdam                               ;Buurt     ;BU0363AF07;2;0.7;3;50.8;119;2;0.8;2;2;6.1;13;2;1;5.1;9;0.6;3.5;70;148.2;0.4;14.9;476.7;914.4;1.7;11.7;23;33.7;0.2;27.5;427.3;628;0.4;20.9;446.3;749.6;0.2;57;1073;1895;0.3;363.9;437.8;504.3;0.4;5.6;76;272.2;0.4;2.6;40.7;141.6;0.4;2.5;24.2;84.2;1.7;10.7;45.7;79;1.7;6.5;29.1;58;1.7;10;31.3;54;4.8;1.7;1.7;1.7;2.4;4.2;0.6;45;47.1;61.6;1;34.3;49.1;57.6;2.6;1.1;12.8;14;18;1.5;1.7;0.8;6.2;12.8;62;2.3
1218;BU0363AF08;Amsterdam                               ;Buurt     ;BU0363AF08;2;0.3;3.4;45.7;120.2;3;0.7;1.4;2.3;6;12.7;3;1.3;5;9.7;0.4;7.4;68.9;153.9;0.1;61;521.6;955.1;1;11.6;24.9;35.9;0.3;99.3;478.3;643;0.1;71.3;487.5;772;0.1;171.5;1233;1945;0.3;364.8;437;512;0.6;3.4;76.1;291.6;0.7;2.5;35.6;143.7;0.7;1.5;21.4;83;1.9;11;40;79.7;2.3;8;23.6;58.7;1.9;9.9;30.6;54;4.6;1.3;1.3;1.4;2.2;5.4;0.7;43;47.9;63.5;0.4;36;51.2;62.1;2;0.9;11.5;14;19;0.7;1.8;2.1;7.1;13;62.7;2.3
1219;BU0363AF09;Amsterdam                               ;Buurt     ;BU0363AF09;2;0.6;2.2;49;122.7;2.1;0.9;1.8;2;6.6;12.9;2.1;1;5.6;9.1;0.4;5.7;74.4;150.2;0.2;36;529.3;945.4;1.5;11.1;24.3;34.6;0.1;68;464.6;639.2;0.3;40.1;490.2;763.4;0.1;122.1;1215;1938;0.5;368.9;438.3;506.9;0.5;4.3;78.4;286.1;0.5;2.8;39.3;146;0.5;1.4;26.5;85.7;1.8;13.8;45.3;79.3;1.9;8.9;28.5;58.3;1.8;12;32.5;54;4.5;1.7;1.7;1.8;2.1;4.6;0.3;44.4;48;61.9;0.6;35.4;50.1;59;2.3;0.9;12;14;18.6;1.2;1.8;1.2;6.9;12.9;62.3;2.6
1220;WK0363AG  ;Amsterdam                               ;Wijk      ;WK0363AG  ;2;0.6;3.9;62.6;126;2.5;0.5;1.5;2.6;6.3;12.6;2.5;1.6;5.3;9.6;0.4;6;88.4;160.5;0.1;68.9;636;974.3;1;13.6;24.2;36.2;0.2;82.2;512.3;643.4;0.2;61;557;797.5;0.1;202;1431;1991;0.2;376.9;440.1;517.7;0.5;3.8;122.7;313.1;0.7;2;50.5;157.8;0.8;1.1;33.6;90.5;1.1;19.5;42.2;80.2;1.7;12;26.8;58.7;1.1;16.3;32.1;54.2;3.7;2.4;2.4;1.9;1.4;5.2;0.4;42.9;49.7;64.4;0.5;35.5;52;62.1;1.2;0.5;11.1;14;19.2;1.3;0.9;2.2;7.3;12.2;63;2
1221;BU0363AG01;Amsterdam                               ;Buurt     ;BU0363AG01;2;0.7;2.6;63;126.9;3.1;0.4;1;3;6;13;3.1;2;5;10;0.3;6.7;83.9;165.4;0.1;91.4;659.3;984.9;0.5;13.4;24;38;0.2;111.3;531.3;644.1;0.2;87.3;568.6;806.7;0;266.3;1478;2007;0.2;378.9;441.2;528;0.5;4.5;140.6;320.5;1;0.9;58;162;1.1;0.3;36.7;94.6;0.8;19.4;42.5;80.1;1.5;11.3;27.5;58.1;0.8;16.7;33.8;54.1;3.5;2.3;2.3;1.7;1.3;5.8;0.3;42.3;49.4;68;0.5;36;52;63.4;0.7;0.4;11;14;20.5;1;0.6;2.6;8;12;63;1.5
1222;BU0363AG02;Amsterdam                               ;Buurt     ;BU0363AG02;3;0.8;3;56.1;126.1;2.8;0.8;1.2;2.8;6;12.9;2.8;1.8;5;9.9;0.4;5.4;83;160.3;0.1;89.3;624.9;972.8;0.5;13.7;24.7;36.3;0.2;101.6;515.5;642.2;0.1;82.9;549;800.2;0;228.4;1418;1988;0.3;375.5;438.7;519.6;0.7;2.6;116.2;313.7;0.9;1.1;48.6;158.3;1.1;0.4;29.7;90.5;1.2;17.7;41.6;80.3;1.9;11.8;25.8;58.8;1.2;14.8;32.4;54.3;4;2.1;2.1;2.1;1.5;5.5;0.3;43.1;49.8;64.6;0.6;36;52;63;1.2;0.3;11;14;19;1;1;2.1;7.3;12.7;63;2
1223;BU0363AG03;Amsterdam                               ;Buurt     ;BU0363AG03;3;0.6;3.7;63.5;126.2;2.4;0.5;1.4;2.3;6;12.6;2.4;1.3;5;9.6;0.4;7.4;90;158.7;0.1;79.2;636.1;972.3;1;13.2;24.7;35.3;0.1;87.4;515;647.8;0.1;69.1;561.6;797.1;0;200.7;1431;1998;0.1;376.4;438.3;513.7;0.4;2.9;117.8;310.2;0.8;1.9;49.4;155.9;0.8;1.4;31.9;89.9;1.4;17.2;44.8;80;2;12;28.1;59;1.4;14.2;32.7;54;3.9;2;2;1.9;1.7;5;0.4;43.7;49.3;62.9;0.3;35.7;52;61.9;1.5;0.3;11.4;14;19;1;1.2;1.8;7.1;12.7;63;2.3
1224;BU0363AG04;Amsterdam                               ;Buurt     ;BU0363AG04;2;0.8;3.2;58.9;127.1;3;0.5;1.3;3;6.4;13;3;2;5.4;10;0.5;5.1;82.3;165.9;0.2;70.4;639.5;986.8;0.8;13.9;24;37.7;0.4;94.4;518.8;644;0.2;63.7;551.5;806.5;0.2;220.6;1446;2001;0.2;378.5;441.6;524.6;0.6;4.1;126.7;317.9;0.9;1.3;52.5;161;1;0.6;33.1;92.6;0.8;20.7;41.5;79.9;1.5;11.9;26.5;58.1;0.8;17.8;32.9;53.9;3.6;2.5;2.5;1.9;1.1;5.7;0.4;42.2;49.7;67.2;0.7;35.9;52;63;0.8;0.5;11;14;19.3;1.4;0.6;2.5;7.8;12;63;1.7
1225;BU0363AG05;Amsterdam                               ;Buurt     ;BU0363AG05;3;0.5;5.1;61.6;127.8;2.6;0.6;1.5;2.9;6.4;12.8;2.6;1.9;5.4;9.8;0.3;6.3;88.4;164.6;0.2;72.4;639.4;987.5;1;14.4;24.2;36.3;0.4;96.2;511.9;643.1;0.2;67;555.7;804.7;0.1;233.7;1445;1995;0.2;378.6;441.5;518.4;0.5;4.7;123.6;319;0.5;2.9;50.6;162.1;0.7;1.4;34.2;92.5;0.8;21.2;41.3;80.5;1.6;12.2;26.1;58.7;0.8;18.2;31.8;54.5;3.7;2.5;2.5;1.9;1.1;5.3;0.3;42.9;50;64.6;0.6;35.4;52;62.6;1;0.6;11;14;19;1.4;0.7;2.3;7.3;12.1;63;1.9
1226;BU0363AG06;Amsterdam                               ;Buurt     ;BU0363AG06;2;0.4;4;66;123.3;2.1;0.3;1.8;2;6.5;12;2.1;1;5.5;9;0.5;5;93.7;152.8;0.1;43.4;622.7;952.5;1.3;12.9;24;35;0.1;42.1;498.2;640.3;0.2;32.1;554.4;781.9;0.1;129.4;1394;1970;0.2;374.3;438.9;510.9;0.3;3.4;116.3;303.4;0.6;2.2;47.2;151.4;0.6;1.4;33.9;85.9;1.3;19.1;41.7;80.2;1.7;12.4;26.7;59;1.3;15.4;30.7;54.2;3.7;2.7;2.7;1.8;1.6;4.8;0.4;43;49.7;62;0.4;35;52;60.3;1.5;0.8;11;14;19;1.6;1;1.9;7;12;63;2.4
1227;WK0363AH  ;Amsterdam                               ;Wijk      ;WK0363AH  ;2;0.5;4.9;65.4;125.6;2.4;0.5;1.8;2.8;6.8;12.5;2.4;1.8;5.8;9.5;0.5;7.4;91.2;161.3;0.3;44.8;629.8;978.9;1.4;13.9;24;36.2;0.3;46;495.7;641.8;0.3;37.2;547.2;795.4;0.2;145.4;1411;1992;0.2;378.4;442.1;517.8;0.5;5.3;133.4;314.5;0.5;3.3;53.1;159.4;0.6;2;36.3;90.7;0.8;22;42.5;80.5;1.4;12.7;27.5;58.9;0.8;18.6;32.3;54.7;3.4;2.8;2.9;1.6;1.1;5.1;0.6;42.6;49.9;64.8;0.5;35.2;52;61.7;1;0.8;11;14;19.4;1.7;0.6;2.2;7.4;12;63;1.9
1228;BU0363AH01;Amsterdam                               ;Buurt     ;BU0363AH01;2;0.6;3.8;66.4;128.5;3.1;0.3;1.3;3.9;6.9;13;3.1;2.9;5.9;10;0.5;10.5;89.1;171.8;0.1;82.9;705.8;1006;0.8;14;24;38;0;78.5;549.3;648;0.1;60.8;589.6;815.5;0;234.1;1552;2026;0.2;382.9;444.3;529.2;0.3;7.7;167.8;324.3;0.9;2.4;68.2;165.4;0.8;2;43.6;96.5;0.5;22.8;44.2;80.3;1.2;12.8;29.2;58.3;0.5;19.8;35.2;54.3;3.2;2.6;2.6;1.4;1;5.8;0.2;43;50;69;0.2;36;52;65;0.3;0.2;11;14;21;1.1;0.3;2.8;8;12;63;1.2
1229;BU0363AH02;Amsterdam                               ;Buurt     ;BU0363AH02;2;0.7;6.3;67;129.9;2.8;0.4;1.5;3.9;7;13;2.8;2.9;6;10;0.6;8.8;93.5;171.3;0.1;60.5;696.1;1007;0.9;14.3;24;38;0.1;71.2;537.2;647.7;0.1;54.2;580.7;817.6;0;198.7;1540;2027;0.1;383.6;444.4;528;0.6;6.6;160.7;331.1;0.7;3.8;62.5;171.3;0.9;2.4;40.7;100;0.3;23.9;44.1;80.6;1.2;13.9;29.1;58.6;0.3;20.9;35;54.6;3.3;2.7;2.7;1.6;0.7;5.5;0.3;42.6;50;68.6;0.3;36;52;63.4;0.3;0.3;11;14;20.3;1.4;0.2;2.7;8;12;63;1.4
1230;BU0363AH03;Amsterdam                               ;Buurt     ;BU0363AH03;2;0.4;4.9;63.3;125.9;2.5;0.6;2;2.9;6.5;12.5;2.5;1.9;5.5;9.5;0.5;5.3;87.3;161.4;0.3;40.6;612.5;977.6;1.4;14;24;36.2;0.4;47.8;495.9;642.4;0.4;36.4;540.1;796.2;0.2;143.8;1397;1989;0.4;378;441.6;516.7;0.5;3.9;124.3;315.2;0.5;3.5;49.3;159.3;0.6;1.9;34.1;90.8;0.8;20.9;41.9;80.5;1.5;12.2;26.9;58.8;0.8;17.8;31.8;54.7;3.6;2.9;2.9;1.7;1.1;5.2;0.6;42.6;49.9;64.5;0.5;35.2;52;61.8;1;0.8;11;14;19;1.7;0.8;2.3;7.4;12;63;1.9
1231;BU0363AH04;Amsterdam                               ;Buurt     ;BU0363AH04;2;0.4;4.2;67.8;122.3;1.8;0.3;1.8;2;7;12;1.8;1;6;9;0.3;7.7;96.6;152.6;0.2;40;622.1;957;1.5;13.3;24.1;35;0.2;30.5;484.7;637.5;0.3;25.2;551.3;778.3;0.1;112;1377;1971;0.1;374.7;440.2;511.3;0.3;5.6;121.7;300.3;0.3;3;49.3;150.6;0.3;1.7;34.6;83.7;1.3;21.9;41.7;80.4;1.5;12.8;26.7;59.2;1.3;17.9;30.7;54.4;3.4;2.7;2.9;1.5;1.6;4.5;0.6;42.8;49.9;62;0.3;34.9;52;60;1.5;1;11;14;19;1.8;0.8;1.7;7;12;63;2.3
1232;BU0363AH05;Amsterdam                               ;Buurt     ;BU0363AH05;2;0.5;3.6;64.9;126.9;3.3;0.6;1.6;4;7;13;3.3;3;6;10;0.4;8.4;87.9;168;0.4;60.8;689;1003;1.1;13;24;38;0.2;65.8;547.8;647.1;0.4;47.7;571.3;812.4;0;197.6;1523;2025;0;383.3;445.3;527.5;0.5;8.1;166.4;323.6;0.8;2.3;69.5;163.5;0.7;2.8;42.8;96;0.5;21.1;43;80.9;1;11.8;28;58.9;0.5;18.3;34.9;54.9;3.1;2.9;2.9;1.3;1.1;6;0.4;43;49.8;69;0;36;52;64.8;0.5;0.4;11;14;20.8;1;0.6;3.1;8;12;63;1.2
1233;BU0363AH06;Amsterdam                               ;Buurt     ;BU0363AH06;2;0.7;5.8;69.3;130.4;2.8;0.6;1.7;3.8;7;13;2.8;2.8;6;10;0.6;9.6;96.4;171.1;0.2;50.3;697.1;1010;1.2;14.4;24;38;0.2;63.9;535.5;647.4;0.2;49.9;578.5;817.8;0.1;185.9;1535;2031;0.2;383.8;445;527.3;0.7;6;164.3;332.7;0.8;3.6;64.8;171.7;0.8;2.2;41.1;100.5;0.2;23.7;44.7;81;1.1;13.7;29.5;59;0.2;20.7;35.2;55;3.2;2.9;2.9;1.5;0.6;5.5;0.4;42.8;50;68.9;0.2;36;52;63.3;0.2;0.3;11;14;20.7;1.4;0.4;2.6;8;12;63;1.4
1234;BU0363AH07;Amsterdam                               ;Buurt     ;BU0363AH07;2;0.3;4.9;63.4;125;2.3;0.8;2.1;2.7;6.9;12.5;2.3;1.7;5.9;9.5;0.5;7;88.3;160.7;0.5;36.9;590.2;975.5;1.6;14.2;24;35.9;0.4;34.5;464.6;640.8;0.5;34.3;519.6;793.3;0.3;124.2;1335;1984;0.2;377.9;442.1;515.5;0.4;4.2;125.8;314.5;0.4;3.3;49.4;158.6;0.8;1.8;34.7;89.8;0.9;21.3;42.5;80.5;1.4;12.3;27.3;58.8;0.9;18.1;31.8;54.8;3.5;3;3.1;1.6;1.1;5;0.9;42.6;49.9;63.9;0.8;34.6;52;61.7;1.1;1.1;11;14;19;2;0.8;2.2;7.2;12;63;1.9
1235;BU0363AH08;Amsterdam                               ;Buurt     ;BU0363AH08;2;0.5;4.2;66.3;122.2;1.8;0.6;1.8;2;7.1;12;1.8;1;6.1;9;0.5;8.9;94.6;153.9;0.4;36.2;597.9;959.3;1.5;13.6;24.1;35;0.4;26.9;459.8;636.1;0.4;25.7;526.5;775.9;0.2;106.8;1329;1969;0.2;375.1;440.9;511.5;0.4;7.1;122.6;301.1;0.4;3.3;49.9;151.7;0.5;2;35.5;84;1.2;22.6;42;80.8;1.3;12.7;27;59.2;1.2;18.6;31;54.9;3.3;2.7;2.9;1.4;1.4;4.5;0.9;42.4;50;62;0.6;34.7;52;60;1.5;1.1;11;14;19;2.1;0.7;1.7;7;12.1;63;2.2
1236;WK0363AJ  ;Amsterdam                               ;Wijk      ;WK0363AJ  ;2;0.5;2.8;55.9;110.8;1.4;0.7;1.3;2;6.8;12.2;1.4;1;5.8;9;0.6;4.4;77.4;141.4;0.4;11;471.1;887.9;1.9;11;24.3;34.5;0.4;14.9;396.2;605.6;0.4;15.2;429.6;724.5;0.3;40.6;1064;1845;0.4;366.5;439.5;505.7;0.5;5.1;99.8;252.6;0.5;2.8;51;128.6;0.6;1.9;30.2;75.1;1.1;16.6;41.6;80.2;1.1;11.1;25.9;59.2;1.1;12.8;29.6;54.7;4.1;1.9;2.3;1.6;1.6;3.8;0.6;43.4;48.3;62;0.8;33.9;50.7;58.3;2.2;0.7;11;14;18.3;1.9;1.2;0.8;6.2;12.9;62.5;1.9
1237;BU0363AJ01;Amsterdam                               ;Buurt     ;BU0363AJ01;2;0.6;1.8;56.9;116;1.5;0.8;1.5;2;6.9;12.2;1.5;1;5.9;9;0.6;4.7;80.6;146.9;0.4;11;525.6;924.2;1.9;11;24.8;34.9;0.4;21.7;440.7;623.9;0.3;19.2;482.7;746.2;0.2;48.7;1187;1910;0.4;371.5;440;507.6;0.5;4.9;99.4;270.8;0.6;2.3;48.1;135;0.5;2.3;28.8;79.6;1.3;16.9;44;80.6;1.3;11.2;27.4;59.6;1.3;13.7;31.6;54.8;4.1;2.1;2.1;1.8;1.6;4.1;0.4;43.6;48.7;62;0.8;34.2;51.3;58.6;2.3;0.6;11.9;14;18.4;1.7;1.4;0.8;6.2;13;62.7;2.2
1238;BU0363AJ02;Amsterdam                               ;Buurt     ;BU0363AJ02;2;0.5;2.8;50.9;107.2;1.4;0.8;1.4;2;6.7;12.5;1.4;1;5.7;9;0.9;3.6;69.3;135.6;0.5;8.6;406.4;851.3;1.9;11.2;23.3;33.9;0.6;8.7;352.1;587.7;0.5;11;373.2;701.6;0.3;28.4;920.3;1775;0.4;361.1;438.9;503.5;0.5;3.8;89.1;229.8;0.5;2.1;50.5;121.5;0.8;1;28.9;72.2;1;13.9;40.3;79.5;1;9;25.4;58.5;1;10.2;28;54.5;4.2;1.7;2.4;1.5;1.8;3.6;0.5;43.6;47.4;61.9;1.1;34;49.3;57.3;2.1;0.9;10.8;14;18;2;1;0.6;6;12.9;62;1.6
