neighbourhood_code,neighbourhood_name,population,crime_rate_per_1000,log_crime_rate,tree_density_per_km2,light_density_per_km2,mean_dist_nightlife,mean_dist_mobility,mean_dist_retail,mean_dist_education,mean_dist_culture_sport,mean_dist_emergency_health
WK0363NM,Tuindorp Buiksloot,1910,3.141361256544503,1.4210245397210242,2517.6470588235293,1894.1176470588234,1.0166666666666666,4.3,0.9333333333333332,0.5166666666666667,3.483333333333333,2.0
WK0363NN,Tuindorp Nieuwendam,3465,3.1746031746031744,1.4290193057862317,2997.872340425532,1563.8297872340427,1.4166666666666667,4.666666666666667,0.9333333333333332,0.9,3.816666666666667,1.9833333333333332
WK0363NP,Noordelijke IJ-oevers-Oost,400,35.0,3.58351893845611,413.5135135135135,218.9189189189189,0.6666666666666666,4.3999999999999995,1.0,0.6,3.1833333333333336,2.5
WK0363NQ,Waterland,2410,5.809128630705394,1.918264157599436,142.46575342465755,36.22927180966114,3.8000000000000003,5.933333333333334,3.4666666666666663,2.983333333333333,6.266666666666666,4.766666666666667
WK0363SA,Driemond,1690,2.366863905325444,1.2139817192032574,621.0762331838565,170.85201793721973,4.2,2.6333333333333333,2.9,1.7,4.2,4.05
WK0363SB,Bloemendalerpolder,4150,1.4457831325301205,0.8943653712451893,479.7402597402597,240.25974025974025,5.283333333333334,1.9333333333333333,2.1666666666666665,1.6500000000000001,5.533333333333334,4.8500000000000005
WK0363SC,Weesp-Noordwest,7930,3.530895334174023,1.5109195654786707,1301.025641025641,602.0512820512821,4.183333333333334,1.3,0.8333333333333334,0.5833333333333334,4.416666666666667,3.983333333333333
WK0363SD,Weesp Binnenstad/Zuid,5615,3.918076580587711,1.5929175151627442,1399.2907801418442,581.5602836879433,3.983333333333334,1.0666666666666667,0.6666666666666666,0.7666666666666666,3.9333333333333336,3.6833333333333336
WK0363SE,Aetsveld/Oostelijke Vechtoever,4385,2.508551881413911,1.2552033829498588,165.27122641509433,50.471698113207545,4.466666666666667,1.8333333333333333,1.5,1.4666666666666668,4.616666666666667,4.3
WK0363TA,Amstel III/Bullewijk,3545,39.21015514809591,3.6941195793472974,684.2504743833017,404.1745730550285,2.4166666666666665,2.1666666666666665,1.4333333333333333,1.8,4.266666666666667,1.2666666666666666
WK0363TB,Venserpolder,8515,4.110393423370522,1.6312763921268254,2815.8536585365855,1121.9512195121952,2.0833333333333335,1.4666666666666668,1.0666666666666667,0.75,2.9333333333333336,2.9166666666666665
WK0363TC,Amsterdamse Poort e.o.,8260,16.46489104116223,2.86019263954264,2545.3947368421054,1120.3947368421052,1.9333333333333336,1.8,0.7333333333333334,0.7666666666666666,2.65,2.4499999999999997
WK0363TD,H-buurt,7590,5.138339920948616,1.8145543344211668,3077.7777777777774,1254.320987654321,2.2333333333333334,1.9666666666666668,1.0333333333333332,1.3499999999999999,3.033333333333333,1.9666666666666668
WK0363TE,Ganzenhoef e.o.,7715,6.740116655865198,2.046416759305266,3034.9397590361446,1627.710843373494,2.3166666666666664,2.3666666666666667,1.0999999999999999,0.7666666666666666,2.866666666666667,3.033333333333333
WK0363TF,Geerdinkhof/Kantershof,7160,2.6536312849162007,1.2957215456164435,3833.918128654971,855.5555555555555,2.733333333333333,3.033333333333333,1.6333333333333335,1.0833333333333333,3.733333333333333,3.25
WK0363TG,Bijlmermuseum,7785,5.908798972382788,1.9327958125980071,4262.068965517242,1513.793103448276,2.35,2.7999999999999994,1.0333333333333332,0.9666666666666668,3.566666666666667,2.5666666666666664
WK0363TH,K-buurt,7440,3.897849462365591,1.588796223546757,3123.9583333333335,1362.5,2.5999999999999996,2.7999999999999994,1.3666666666666665,1.1666666666666667,3.716666666666667,2.5166666666666666
WK0363TJ,Holendrecht,9500,4.2105263157894735,1.6506808709681495,3895.6834532374105,1370.5035971223022,2.8666666666666667,2.433333333333333,1.4333333333333333,1.1833333333333333,4.199999999999999,1.4000000000000001
