ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AfstandTotHuisartsenpraktijk_5;AfstandTotHuisartsenpost_9;AfstandTotApotheek_10;AfstandTotZiekenhuis_11;AfstandTotZiekenhuis_15;AfstandTotGroteSupermarkt_24;AfstandTotOvDagelLevensmiddelen_28;AfstandTotWarenhuis_32;AfstandTotCafeED_36;AfstandTotCafetariaED_40;AfstandTotRestaurant_44;AfstandTotHotelED_48;AfstandTotKinderdagverblijf_52;AfstandTotBuitenschoolseOpvang_56;AfstandTotSchool_60;AfstandTotSchool_64;AfstandTotSchool_68;AfstandTotSchool_72;AfstandTotOpritHoofdverkeersweg_89;AfstandTotTreinstationsTotaal_90;AfstandTotBelangrijkOverstapstation_91;AfstandTotBibliotheek_92;AfstandTotZwembad_93;AfstandTotKunstijsbaan_94;AfstandTotMuseum_95;AfstandTotPodiumkunstenTotaal_99;AfstandTotPoppodium_103;AfstandTotBioscoop_104;AfstandTotSauna_108;AfstandTotZonnebank_109;AfstandTotAttractie_110;AfstandTotBrandweerkazerne_114
1170;GM0363    ;Amsterdam                               ;Gemeente  ;GM0363    ;3;0.6;3.2;0.7;2.6;3.0;0.6;0.5;1.6;0.8;0.4;0.4;0.9;0.4;0.5;0.6;1.1;1.1;1.3;2.2;2.8;3.9;1.3;2.2;7.3;2.5;1.8;4.0;3.1;2.5;2.0;3.2;2.1
1171;WK0363AA  ;Amsterdam                               ;Wijk      ;WK0363AA  ;2;0.5;4.5;0.7;2.0;4.5;0.4;0.3;0.7;0.3;0.3;0.1;0.5;0.3;0.6;0.6;0.7;0.7;0.7;3.4;1.6;1.6;1.3;1.4;6.5;1.2;0.7;2.6;0.9;1.5;0.8;3.3;1.9
1172;BU0363AA01;Amsterdam                               ;Buurt     ;BU0363AA01;2;0.8;4.6;0.6;2.4;4.6;0.3;0.4;0.3;0.4;0.3;0.1;0.8;0.1;0.1;0.5;0.9;0.9;0.9;2.9;2.1;2.1;0.9;1.1;6.9;1.4;0.4;2.7;0.5;1.9;0.4;3.7;1.7
1173;BU0363AA02;Amsterdam                               ;Buurt     ;BU0363AA02;2;0.8;4.7;0.7;2.3;4.7;0.6;0.5;0.6;0.5;0.5;0.2;0.8;0.3;0.4;0.4;1.0;1.0;1.0;3.2;1.9;1.9;1.1;1.4;6.8;1.5;0.6;2.9;0.8;1.8;0.7;3.6;2.0
1174;BU0363AA03;Amsterdam                               ;Buurt     ;BU0363AA03;2;0.2;4.5;1.2;2.0;4.5;0.7;0.6;1.0;0.4;0.2;0.1;0.4;0.2;0.7;1.0;0.7;0.7;0.7;3.8;1.2;1.2;1.7;1.8;6.5;1.5;0.9;2.8;1.4;1.5;1.3;3.2;2.4
1175;BU0363AA04;Amsterdam                               ;Buurt     ;BU0363AA04;2;0.6;4.3;0.5;2.2;4.3;0.2;0.2;0.2;0.4;0.1;0.1;0.7;0.3;0.3;0.7;0.9;0.9;0.9;2.7;2.0;2.0;0.6;0.9;6.8;1.1;0.4;2.5;0.4;1.7;0.4;3.6;1.5
1176;BU0363AA05;Amsterdam                               ;Buurt     ;BU0363AA05;2;0.3;4.4;0.3;1.8;4.4;0.2;0.1;0.6;0.2;0.1;0.1;0.3;0.5;0.7;0.7;0.4;0.4;0.4;3.3;1.6;1.6;1.2;1.1;6.4;0.9;0.6;2.4;0.6;1.3;0.6;3.2;1.7
1177;BU0363AA06;Amsterdam                               ;Buurt     ;BU0363AA06;2;0.3;4.2;0.8;1.4;4.2;0.3;0.1;0.9;0.2;0.2;0.1;0.2;0.3;1.0;0.4;0.3;0.3;0.3;3.6;1.3;1.3;1.5;1.3;6.1;0.8;0.6;2.1;1.0;0.9;0.9;2.9;1.7
1178;WK0363AB  ;Amsterdam                               ;Wijk      ;WK0363AB  ;2;0.4;3.7;0.5;1.5;3.7;0.4;0.2;1.2;0.2;0.2;0.1;0.4;0.4;0.5;0.6;0.7;0.9;0.7;3.2;2.3;2.3;1.1;0.8;6.8;0.6;0.6;1.5;1.0;1.1;0.8;3.2;0.9
1179;BU0363AB01;Amsterdam                               ;Buurt     ;BU0363AB01;2;0.5;3.8;0.6;2.0;3.8;0.5;0.2;0.6;0.3;0.3;0.1;0.6;0.4;0.6;0.9;0.7;0.7;0.7;3.0;2.1;2.1;0.8;0.4;7.0;0.9;0.7;2.0;0.8;1.6;0.7;3.2;1.0
1180;BU0363AB02;Amsterdam                               ;Buurt     ;BU0363AB02;2;0.3;4.2;0.4;1.8;4.2;0.4;0.1;0.9;0.2;0.3;0.1;0.4;0.4;0.8;0.8;0.6;0.6;0.6;3.5;1.8;1.8;1.3;0.8;6.7;0.7;0.8;2.2;1.0;1.3;0.9;3.4;1.4
1181;BU0363AB03;Amsterdam                               ;Buurt     ;BU0363AB03;2;0.4;4.0;0.3;1.7;4.0;0.3;0.1;1.2;0.1;0.2;0.1;0.4;0.4;0.5;0.7;0.7;0.7;0.7;3.4;1.9;1.9;1.1;0.5;6.8;0.4;0.9;2.0;1.2;1.4;0.9;3.3;1.1
1182;BU0363AB04;Amsterdam                               ;Buurt     ;BU0363AB04;2;0.4;3.3;0.4;1.6;3.3;0.6;0.3;1.2;0.2;0.4;0.2;0.4;0.3;0.5;0.4;0.6;0.6;0.6;2.7;2.5;2.5;0.8;0.3;7.2;0.7;0.7;1.4;1.1;1.3;1.0;2.7;0.5
1183;BU0363AB05;Amsterdam                               ;Buurt     ;BU0363AB05;2;0.5;3.9;0.4;1.5;3.9;0.4;0.2;1.4;0.2;0.2;0.1;0.5;0.4;0.3;0.4;0.8;0.8;0.8;3.3;2.2;2.2;1.1;0.5;7.0;0.4;0.9;1.7;1.3;1.3;0.6;3.3;1.0
1184;BU0363AB06;Amsterdam                               ;Buurt     ;BU0363AB06;2;0.2;3.0;0.2;1.4;3.0;0.5;0.2;1.5;0.0;0.1;0.1;0.2;0.4;0.5;0.2;0.8;0.9;0.8;2.5;2.6;2.6;1.1;0.6;7.0;0.6;0.4;1.1;1.1;0.9;1.0;2.5;0.2
1185;BU0363AB07;Amsterdam                               ;Buurt     ;BU0363AB07;2;0.4;3.5;0.4;1.2;3.5;0.5;0.2;1.3;0.2;0.2;0.2;0.3;0.4;0.5;0.5;1.0;1.1;1.0;2.9;2.3;2.3;1.3;0.7;6.9;0.3;0.5;1.4;1.3;1.0;0.6;2.9;0.6
1186;BU0363AB08;Amsterdam                               ;Buurt     ;BU0363AB08;2;0.4;3.3;0.6;1.5;3.3;0.6;0.2;1.5;0.1;0.2;0.2;0.5;0.5;0.6;0.4;0.7;1.2;0.7;2.9;2.7;2.7;1.0;1.0;6.8;0.8;0.5;0.9;0.9;0.8;1.1;2.9;0.4
1187;BU0363AB09;Amsterdam                               ;Buurt     ;BU0363AB09;2;0.1;3.5;0.6;1.6;3.5;0.5;0.4;1.1;0.2;0.3;0.2;0.1;0.3;0.8;0.4;0.3;0.9;0.3;3.1;2.8;2.8;1.0;1.3;6.2;0.6;0.1;0.4;0.3;0.7;0.7;3.2;0.9
1188;BU0363AB10;Amsterdam                               ;Buurt     ;BU0363AB10;2;0.5;3.5;0.6;1.4;3.5;0.4;0.2;1.3;0.1;0.2;0.1;0.3;0.3;0.3;0.5;0.6;1.3;0.6;3.2;2.6;2.6;1.1;1.2;6.6;0.7;0.4;0.9;0.9;0.8;1.0;3.1;0.6
1189;BU0363AB11;Amsterdam                               ;Buurt     ;BU0363AB11;2;0.3;3.4;0.5;1.3;3.4;0.5;0.3;1.0;0.2;0.3;0.1;0.2;0.4;0.7;0.6;0.3;1.1;0.3;3.3;2.6;2.6;1.1;1.3;6.1;0.5;0.3;0.4;0.4;0.9;0.7;3.0;0.9
1190;WK0363AC  ;Amsterdam                               ;Wijk      ;WK0363AC  ;2;0.4;3.9;0.7;1.0;3.9;0.4;0.2;0.9;0.2;0.2;0.2;0.2;0.5;0.8;0.7;0.8;1.1;0.8;3.6;1.8;1.8;1.5;1.2;6.3;0.5;0.5;1.4;1.2;0.6;0.8;3.1;1.3
1191;BU0363AC01;Amsterdam                               ;Buurt     ;BU0363AC01;2;0.3;4.2;0.9;1.2;4.2;0.5;0.2;1.1;0.3;0.3;0.2;0.2;0.7;0.9;0.5;0.6;0.6;0.6;3.8;1.5;1.5;1.6;1.2;6.3;0.6;0.5;1.9;1.3;0.7;1.0;3.1;1.6
1192;BU0363AC02;Amsterdam                               ;Buurt     ;BU0363AC02;2;0.2;4.0;0.6;1.0;4.0;0.5;0.2;1.0;0.2;0.1;0.1;0.3;0.6;0.7;0.8;0.9;0.9;0.9;3.5;1.8;1.8;1.5;1.0;6.5;0.5;0.6;1.6;1.4;0.6;0.6;3.3;1.1
1193;BU0363AC03;Amsterdam                               ;Buurt     ;BU0363AC03;2;0.4;3.6;0.6;0.8;3.6;0.3;0.2;0.8;0.2;0.1;0.1;0.2;0.4;0.7;0.8;0.9;1.4;0.9;3.5;2.0;2.0;1.5;1.4;6.3;0.4;0.4;1.0;1.0;0.5;0.9;3.0;1.1
1194;BU0363AC04;Amsterdam                               ;Buurt     ;BU0363AC04;2;0.6;3.3;0.6;1.1;3.3;0.4;0.2;0.7;0.2;0.2;0.2;0.2;0.4;0.8;0.9;0.8;1.5;0.8;3.6;2.3;2.3;1.5;1.5;6.0;0.2;0.5;0.6;0.6;0.9;0.8;2.7;1.2
1195;WK0363AD  ;Amsterdam                               ;Wijk      ;WK0363AD  ;2;0.5;3.7;0.7;0.8;3.7;0.4;0.1;0.6;0.1;0.1;0.0;0.1;0.8;1.2;1.1;1.2;1.4;1.2;4.0;1.5;1.5;1.7;1.6;6.0;0.5;0.8;1.7;1.4;0.5;1.2;2.7;1.7
1196;BU0363AD01;Amsterdam                               ;Buurt     ;BU0363AD01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1197;BU0363AD02;Amsterdam                               ;Buurt     ;BU0363AD02;2;0.5;3.9;0.9;1.1;3.9;0.4;0.1;0.9;0.1;0.1;0.0;0.0;0.6;1.3;0.8;0.9;0.9;0.9;4.0;1.3;1.3;1.6;1.6;6.0;0.8;1.0;2.1;1.5;0.8;1.2;2.7;1.8
1198;BU0363AD03;Amsterdam                               ;Buurt     ;BU0363AD03;2;0.7;3.7;0.9;1.0;3.7;0.5;0.0;0.3;0.0;0.0;0.0;0.1;0.8;1.3;0.9;1.0;1.0;1.0;4.2;1.0;1.0;1.3;1.8;5.7;0.4;1.1;2.1;1.7;0.2;1.4;2.5;1.9
1199;BU0363AD04;Amsterdam                               ;Buurt     ;BU0363AD04;2;0.4;4.0;0.7;0.7;4.0;0.5;0.0;0.9;0.1;0.0;0.0;0.1;0.7;1.0;1.1;1.3;1.3;1.3;3.8;1.6;1.6;1.8;1.3;6.2;0.6;0.8;1.7;1.6;0.5;0.9;3.0;1.4
1200;BU0363AD05;Amsterdam                               ;Buurt     ;BU0363AD05;2;0.7;3.7;0.8;0.9;3.7;0.6;0.0;0.3;0.0;0.0;0.0;0.0;0.9;1.3;1.1;1.2;1.2;1.2;4.2;1.2;1.2;1.5;1.8;5.9;0.4;1.0;2.1;1.7;0.4;1.4;2.6;1.8
1201;BU0363AD06;Amsterdam                               ;Buurt     ;BU0363AD06;2;0.2;3.5;0.3;0.3;3.5;0.4;0.2;0.6;0.1;0.1;0.0;0.1;0.6;1.0;1.2;1.2;1.7;1.2;3.9;1.8;1.8;1.8;1.6;6.1;0.4;0.6;1.2;1.0;0.5;1.1;2.7;1.4
1202;BU0363AD07;Amsterdam                               ;Buurt     ;BU0363AD07;2;0.5;3.5;0.5;0.5;3.5;0.4;0.1;0.5;0.1;0.1;0.1;0.2;0.8;1.1;1.2;1.4;1.7;1.4;3.9;1.5;1.5;1.8;1.6;6.0;0.3;0.7;1.5;1.1;0.6;1.1;2.7;1.5
1203;BU0363AD08;Amsterdam                               ;Buurt     ;BU0363AD08;2;0.9;3.4;0.8;1.1;3.4;0.4;0.0;0.6;0.1;0.0;0.0;0.2;1.0;1.2;1.3;1.5;2.0;1.5;4.3;1.8;1.8;2.0;1.9;5.9;0.3;0.4;1.5;0.9;0.8;1.4;2.5;2.0
1204;WK0363AE  ;Amsterdam                               ;Wijk      ;WK0363AE  ;2;0.5;3.2;0.4;1.1;3.2;0.3;0.1;0.7;0.1;0.1;0.1;0.1;0.5;0.7;0.8;1.9;1.9;1.9;4.4;1.1;1.1;1.2;2.1;5.4;0.3;0.5;2.1;1.2;0.5;1.7;2.2;2.0
1205;BU0363AE01;Amsterdam                               ;Buurt     ;BU0363AE01;2;0.6;3.1;0.3;1.3;3.1;0.3;0.1;0.9;0.0;0.1;0.0;0.1;0.3;0.7;0.8;2.0;2.0;2.0;4.6;0.8;0.8;1.0;2.4;5.2;0.2;0.6;2.4;1.4;0.7;1.9;2.0;2.2
1206;BU0363AE02;Amsterdam                               ;Buurt     ;BU0363AE02;2;0.6;3.3;0.4;1.0;3.3;0.2;0.0;0.6;0.1;0.1;0.1;0.1;0.5;0.8;0.9;1.9;1.9;1.9;4.4;1.1;1.1;1.3;2.1;5.5;0.3;0.7;2.2;1.4;0.5;1.7;2.3;1.9
1207;BU0363AE03;Amsterdam                               ;Buurt     ;BU0363AE03;2;0.3;3.1;0.3;1.1;3.1;0.2;0.1;0.6;0.0;0.1;0.1;0.1;0.4;0.6;0.7;2.0;2.0;2.0;4.4;1.0;1.0;1.1;2.1;5.3;0.3;0.4;2.1;1.1;0.4;1.7;2.1;2.0
1208;BU0363AE04;Amsterdam                               ;Buurt     ;BU0363AE04;2;0.6;3.5;0.4;0.8;3.5;0.4;0.2;0.5;0.1;0.2;0.0;0.1;0.8;1.0;1.1;1.7;1.8;1.7;4.1;1.4;1.4;1.7;1.9;5.8;0.4;0.4;1.8;1.1;0.5;1.4;2.6;1.7
1209;BU0363AE05;Amsterdam                               ;Buurt     ;BU0363AE05;2;0.3;3.2;0.5;1.0;3.2;0.4;0.1;0.6;0.1;0.2;0.1;0.1;0.7;0.8;0.9;1.7;1.9;1.7;4.3;1.4;1.4;1.5;1.9;5.6;0.5;0.4;1.8;0.8;0.3;1.5;2.3;1.9
1210;WK0363AF  ;Amsterdam                               ;Wijk      ;WK0363AF  ;2;0.5;2.6;0.7;1.7;2.6;0.5;0.3;1.3;0.2;0.3;0.2;0.3;0.4;0.5;0.6;2.0;2.0;2.0;4.8;1.3;1.3;1.3;2.4;4.8;0.6;0.6;2.5;1.3;1.1;2.0;1.5;2.5
1211;BU0363AF01;Amsterdam                               ;Buurt     ;BU0363AF01;2;0.9;3.4;0.9;2.0;3.4;0.1;0.5;1.4;0.5;0.5;0.1;0.2;1.0;1.0;1.1;1.8;1.8;1.8;5.0;0.6;0.6;0.2;2.8;5.3;1.0;0.9;3.1;2.0;1.4;2.3;2.1;2.9
1212;BU0363AF02;Amsterdam                               ;Buurt     ;BU0363AF02;2;0.4;2.8;0.5;1.7;2.8;0.5;0.3;1.3;0.3;0.4;0.2;0.3;0.4;0.3;0.4;2.1;2.1;2.1;5.0;0.9;0.9;1.0;2.7;4.9;0.7;0.3;2.7;1.6;1.1;2.3;1.6;2.6
1213;BU0363AF03;Amsterdam                               ;Buurt     ;BU0363AF03;2;0.3;2.8;0.8;1.9;2.8;0.7;0.3;1.5;0.2;0.4;0.3;0.1;0.4;0.6;0.6;2.0;2.0;2.0;5.2;0.8;0.8;0.9;2.8;4.8;0.9;0.5;3.0;1.7;1.3;2.4;1.5;2.7
1214;BU0363AF04;Amsterdam                               ;Buurt     ;BU0363AF04;2;0.5;2.3;0.6;2.2;2.3;0.7;0.4;1.8;0.2;0.4;0.1;0.4;0.2;0.6;0.8;1.9;1.9;1.9;4.9;1.4;1.4;1.5;2.6;4.3;0.6;1.0;2.8;1.4;1.6;1.9;1.0;2.3
1215;BU0363AF05;Amsterdam                               ;Buurt     ;BU0363AF05;2;0.3;2.6;0.5;1.4;2.6;0.3;0.2;0.9;0.2;0.2;0.1;0.3;0.3;0.3;0.4;2.2;2.2;2.2;4.7;1.1;1.1;1.1;2.4;5.1;0.5;0.5;2.4;1.2;0.7;2.0;1.8;2.3
1216;BU0363AF06;Amsterdam                               ;Buurt     ;BU0363AF06;2;0.6;2.3;0.9;1.9;2.3;0.4;0.3;1.5;0.3;0.4;0.3;0.3;0.3;0.4;0.4;2.0;2.1;2.0;4.8;1.6;1.6;1.7;2.3;4.6;0.5;0.8;2.5;1.2;1.2;2.1;1.3;2.6
1217;BU0363AF07;Amsterdam                               ;Buurt     ;BU0363AF07;2;0.7;2.0;0.8;2.0;2.0;0.6;0.4;1.7;0.2;0.4;0.2;0.3;0.4;0.4;0.4;1.7;1.7;1.7;4.8;1.7;1.7;1.7;2.4;4.2;0.6;1.0;2.6;1.1;1.5;1.7;0.8;2.3
1218;BU0363AF08;Amsterdam                               ;Buurt     ;BU0363AF08;2;0.3;3.0;0.7;1.4;3.0;0.4;0.1;1.0;0.3;0.1;0.1;0.3;0.6;0.7;0.7;1.9;2.3;1.9;4.6;1.3;1.3;1.4;2.2;5.4;0.7;0.4;2.0;0.9;0.7;1.8;2.1;2.3
1219;BU0363AF09;Amsterdam                               ;Buurt     ;BU0363AF09;2;0.6;2.1;0.9;1.8;2.1;0.4;0.2;1.5;0.1;0.3;0.1;0.5;0.5;0.5;0.5;1.8;1.9;1.8;4.5;1.7;1.7;1.8;2.1;4.6;0.3;0.6;2.3;0.9;1.2;1.8;1.2;2.6
1220;WK0363AG  ;Amsterdam                               ;Wijk      ;WK0363AG  ;2;0.6;2.5;0.5;1.5;2.5;0.4;0.1;1.0;0.2;0.2;0.1;0.2;0.5;0.7;0.8;1.1;1.7;1.1;3.7;2.4;2.4;1.9;1.4;5.2;0.4;0.5;1.2;0.5;1.3;0.9;2.2;2.0
1221;BU0363AG01;Amsterdam                               ;Buurt     ;BU0363AG01;2;0.7;3.1;0.4;1.0;3.1;0.3;0.1;0.5;0.2;0.2;0.0;0.2;0.5;1.0;1.1;0.8;1.5;0.8;3.5;2.3;2.3;1.7;1.3;5.8;0.3;0.5;0.7;0.4;1.0;0.6;2.6;1.5
1222;BU0363AG02;Amsterdam                               ;Buurt     ;BU0363AG02;3;0.8;2.8;0.8;1.2;2.8;0.4;0.1;0.5;0.2;0.1;0.0;0.3;0.7;0.9;1.1;1.2;1.9;1.2;4.0;2.1;2.1;2.1;1.5;5.5;0.3;0.6;1.2;0.3;1.0;1.0;2.1;2.0
1223;BU0363AG03;Amsterdam                               ;Buurt     ;BU0363AG03;3;0.6;2.4;0.5;1.4;2.4;0.4;0.1;1.0;0.1;0.1;0.0;0.1;0.4;0.8;0.8;1.4;2.0;1.4;3.9;2.0;2.0;1.9;1.7;5.0;0.4;0.3;1.5;0.3;1.0;1.2;1.8;2.3
1224;BU0363AG04;Amsterdam                               ;Buurt     ;BU0363AG04;2;0.8;3.0;0.5;1.3;3.0;0.5;0.2;0.8;0.4;0.2;0.2;0.2;0.6;0.9;1.0;0.8;1.5;0.8;3.6;2.5;2.5;1.9;1.1;5.7;0.4;0.7;0.8;0.5;1.4;0.6;2.5;1.7
1225;BU0363AG05;Amsterdam                               ;Buurt     ;BU0363AG05;3;0.5;2.6;0.6;1.5;2.6;0.3;0.2;1.0;0.4;0.2;0.1;0.2;0.5;0.5;0.7;0.8;1.6;0.8;3.7;2.5;2.5;1.9;1.1;5.3;0.3;0.6;1.0;0.6;1.4;0.7;2.3;1.9
1226;BU0363AG06;Amsterdam                               ;Buurt     ;BU0363AG06;2;0.4;2.1;0.3;1.8;2.1;0.5;0.1;1.3;0.1;0.2;0.1;0.2;0.3;0.6;0.6;1.3;1.7;1.3;3.7;2.7;2.7;1.8;1.6;4.8;0.4;0.4;1.5;0.8;1.6;1.0;1.9;2.4
1227;WK0363AH  ;Amsterdam                               ;Wijk      ;WK0363AH  ;2;0.5;2.4;0.5;1.8;2.4;0.5;0.3;1.4;0.3;0.3;0.2;0.2;0.5;0.5;0.6;0.8;1.4;0.8;3.4;2.8;2.9;1.6;1.1;5.1;0.6;0.5;1.0;0.8;1.7;0.6;2.2;1.9
1228;BU0363AH01;Amsterdam                               ;Buurt     ;BU0363AH01;2;0.6;3.1;0.3;1.3;3.1;0.5;0.1;0.8;0.0;0.1;0.0;0.2;0.3;0.9;0.8;0.5;1.2;0.5;3.2;2.6;2.6;1.4;1.0;5.8;0.2;0.2;0.3;0.2;1.1;0.3;2.8;1.2
1229;BU0363AH02;Amsterdam                               ;Buurt     ;BU0363AH02;2;0.7;2.8;0.4;1.5;2.8;0.6;0.1;0.9;0.1;0.1;0.0;0.1;0.6;0.7;0.9;0.3;1.2;0.3;3.3;2.7;2.7;1.6;0.7;5.5;0.3;0.3;0.3;0.3;1.4;0.2;2.7;1.4
1230;BU0363AH03;Amsterdam                               ;Buurt     ;BU0363AH03;2;0.4;2.5;0.6;2.0;2.5;0.5;0.3;1.4;0.4;0.4;0.2;0.4;0.5;0.5;0.6;0.8;1.5;0.8;3.6;2.9;2.9;1.7;1.1;5.2;0.6;0.5;1.0;0.8;1.7;0.8;2.3;1.9
1231;BU0363AH04;Amsterdam                               ;Buurt     ;BU0363AH04;2;0.4;1.8;0.3;1.8;1.8;0.3;0.2;1.5;0.2;0.3;0.1;0.1;0.3;0.3;0.3;1.3;1.5;1.3;3.4;2.7;2.9;1.5;1.6;4.5;0.6;0.3;1.5;1.0;1.8;0.8;1.7;2.3
1232;BU0363AH05;Amsterdam                               ;Buurt     ;BU0363AH05;2;0.5;3.3;0.6;1.6;3.3;0.4;0.4;1.1;0.2;0.4;0.0;0.0;0.5;0.8;0.7;0.5;1.0;0.5;3.1;2.9;2.9;1.3;1.1;6.0;0.4;0.0;0.5;0.4;1.0;0.6;3.1;1.2
1233;BU0363AH06;Amsterdam                               ;Buurt     ;BU0363AH06;2;0.7;2.8;0.6;1.7;2.8;0.6;0.2;1.2;0.2;0.2;0.1;0.2;0.7;0.8;0.8;0.2;1.1;0.2;3.2;2.9;2.9;1.5;0.6;5.5;0.4;0.2;0.2;0.3;1.4;0.4;2.6;1.4
1234;BU0363AH07;Amsterdam                               ;Buurt     ;BU0363AH07;2;0.3;2.3;0.8;2.1;2.3;0.5;0.5;1.6;0.4;0.5;0.3;0.2;0.4;0.4;0.8;0.9;1.4;0.9;3.5;3.0;3.1;1.6;1.1;5.0;0.9;0.8;1.1;1.1;2.0;0.8;2.2;1.9
1235;BU0363AH08;Amsterdam                               ;Buurt     ;BU0363AH08;2;0.5;1.8;0.6;1.8;1.8;0.5;0.4;1.5;0.4;0.4;0.2;0.2;0.4;0.4;0.5;1.2;1.3;1.2;3.3;2.7;2.9;1.4;1.4;4.5;0.9;0.6;1.5;1.1;2.1;0.7;1.7;2.2
1236;WK0363AJ  ;Amsterdam                               ;Wijk      ;WK0363AJ  ;2;0.5;1.4;0.7;1.3;1.4;0.6;0.4;1.9;0.4;0.4;0.3;0.4;0.5;0.5;0.6;1.1;1.1;1.1;4.1;1.9;2.3;1.6;1.6;3.8;0.6;0.8;2.2;0.7;1.9;1.2;0.8;1.9
1237;BU0363AJ01;Amsterdam                               ;Buurt     ;BU0363AJ01;2;0.6;1.5;0.8;1.5;1.5;0.6;0.4;1.9;0.4;0.3;0.2;0.4;0.5;0.6;0.5;1.3;1.3;1.3;4.1;2.1;2.1;1.8;1.6;4.1;0.4;0.8;2.3;0.6;1.7;1.4;0.8;2.2
1238;BU0363AJ02;Amsterdam                               ;Buurt     ;BU0363AJ02;2;0.5;1.4;0.8;1.4;1.4;0.9;0.5;1.9;0.6;0.5;0.3;0.4;0.5;0.5;0.8;1.0;1.0;1.0;4.2;1.7;2.4;1.5;1.8;3.6;0.5;1.1;2.1;0.9;2.0;1.0;0.6;1.6
1239;BU0363AJ03;Amsterdam                               ;Buurt     ;BU0363AJ03;2;0.5;1.0;0.3;1.0;1.0;0.4;0.2;2.0;0.4;0.2;0.3;0.2;0.5;0.5;0.4;0.8;0.8;0.8;3.9;1.9;2.6;1.5;1.3;3.7;0.7;0.6;2.1;0.4;2.1;1.0;0.8;1.7
1240;BU0363AJ04;Amsterdam                               ;Buurt     ;BU0363AJ04;2;0.7;1.8;0.7;1.8;1.8;0.5;0.6;2.0;0.6;0.6;0.2;0.6;0.8;0.2;0.9;1.2;1.3;1.2;4.2;1.4;2.7;1.4;1.9;3.3;1.0;1.3;2.1;1.8;2.0;1.0;1.7;1.4
1241;WK0363AK  ;Amsterdam                               ;Wijk      ;WK0363AK  ;2;0.7;2.3;0.6;2.3;2.3;0.6;0.4;2.0;0.5;0.4;0.3;0.5;0.5;0.5;0.7;1.6;1.6;1.6;4.1;1.7;2.3;1.7;2.4;3.7;1.0;1.5;2.6;2.0;2.1;1.5;1.7;1.8
1242;BU0363AK01;Amsterdam                               ;Buurt     ;BU0363AK01;2;1.2;2.9;0.7;2.9;2.9;1.0;0.7;1.7;0.6;0.6;0.2;0.5;0.6;0.6;0.7;1.8;1.8;1.8;4.2;1.7;1.7;2.0;3.1;4.4;0.5;1.0;3.3;2.1;2.4;2.3;1.7;2.5
1243;BU0363AK02;Amsterdam                               ;Buurt     ;BU0363AK02;2;0.9;2.7;0.5;2.7;2.7;0.8;0.5;1.8;0.5;0.6;0.6;0.3;0.3;0.3;0.9;1.9;1.9;1.9;4.3;1.8;1.8;2.0;2.8;4.2;0.3;1.2;3.1;1.8;2.2;2.0;1.4;2.3
1244;BU0363AK03;Amsterdam                               ;Buurt     ;BU0363AK03;2;1.0;2.5;0.6;2.5;2.5;0.5;0.5;2.6;0.6;0.7;0.4;0.7;0.4;0.4;0.4;1.9;2.0;1.9;4.7;1.9;2.1;2.0;2.5;3.9;0.7;1.7;2.8;2.1;2.4;1.7;1.7;1.9
1245;BU0363AK04;Amsterdam                               ;Buurt     ;BU0363AK04;2;0.4;2.4;0.9;2.4;2.4;0.8;0.4;1.9;0.6;0.3;0.3;0.3;0.7;0.8;0.8;1.5;1.5;1.5;3.9;1.8;2.7;1.7;2.4;3.6;1.3;1.8;2.6;2.4;2.2;1.5;2.2;1.8
1246;BU0363AK05;Amsterdam                               ;Buurt     ;BU0363AK05;2;0.5;2.1;0.6;2.1;2.1;0.5;0.2;1.6;0.3;0.2;0.2;0.5;0.2;0.3;0.3;1.3;1.4;1.3;3.6;1.5;2.7;1.5;2.1;3.4;1.2;1.5;2.3;2.1;2.1;1.2;2.0;1.5
1247;BU0363AK06;Amsterdam                               ;Buurt     ;BU0363AK06;2;0.7;2.3;0.8;2.3;2.3;0.7;0.3;1.3;0.6;0.5;0.4;0.5;0.5;0.2;0.7;1.2;1.2;1.2;3.4;1.5;2.8;1.3;2.2;3.3;1.5;1.5;2.4;2.3;1.8;1.5;2.2;1.6
1248;BU0363AK07;Amsterdam                               ;Buurt     ;BU0363AK07;2;0.6;2.2;0.6;2.2;2.2;0.7;0.3;2.2;0.3;0.4;0.2;0.7;0.8;0.7;1.1;1.8;1.8;1.8;4.7;1.6;1.9;1.7;2.5;3.9;0.8;1.3;2.7;1.6;2.0;1.6;1.2;2.0
1249;BU0363AK08;Amsterdam                               ;Buurt     ;BU0363AK08;2;0.5;1.7;0.5;1.7;1.7;0.2;0.4;1.9;0.3;0.4;0.2;0.5;0.7;0.3;0.7;1.1;1.2;1.1;4.1;1.1;2.5;1.3;1.7;3.1;0.9;1.1;2.0;1.7;1.8;0.9;1.6;1.1
1250;WK0363BA  ;Amsterdam                               ;Wijk      ;WK0363BA  ;3;3.8;5.9;3.9;5.9;5.9;3.0;2.7;4.5;2.6;1.6;2.0;3.0;3.5;3.5;3.5;3.2;3.2;3.6;2.3;2.9;3.4;4.0;5.3;12.4;4.8;5.4;8.1;6.4;6.3;4.5;4.5;3.4
